,claim,claim_veracity
3329,Oregon recyclers cant recycle plastic bags,0
3330,Ive either balanced every budget or we turned back a surplus.,0
3331,We lock up close to 2.4 million people in this country. Were locking up more people than China and Russia.,1
3332,Barack Obama has the longest track record of any candidate in this election in support of the 'Bridge To Nowhere.' ,0
3333,Hillary Clinton wants to raise taxes on African-American owned businesses to as much as nearly 50 percent more than theyre paying now.,0
3334,Oregonians for Food and Shelter proudly features board members from Monsanto and Syngenta and the (Oregon) Farm Bureau also receives funding from biotech companies.,1
3335,"Studies show that if we opened one reserve in Alaska now, in five years, gas prices could be at $2 a gallon.",0
3336,"A clause hidden in the Obamacare bill, which is now law, gives Obama the right to form a private army.",0
3337,We are seeing kids who are healthier.,0
3338,"Without the financial resources provided by hunters to protect habitat and stop poachers, there would be no infrastructure for wildlife management.",0
3339,The state bureaucracy Jane Norton managed grew by $43 million in just three years.,0
3340,Quote at the top of the redesigned website for the Department of Justice comes from a socialist who wanted to impose global common law.,0
3341,"In the past decade, K-12 funding has grown six times faster than the rate of enrollment.",0
3342,"Before our last three presidents, you have to go back to the 1800s, early 1800s to find three presidents in a row being consecutively re-elected.",1
3343,"In two terms in the Missouri General Assembly, Jason Kander passed ZERO bills that were signed into law.",0
3344,Opponents of proposed Austin school district bonds say the districts debt load doubles with these new bonds.,0
3345,I dont agree with Mr. Hales that we should give a sweeping break to the developers to allow them to build that infill housing without paying for those very basics.,1
3346,"Democratic Reps. Cicilline, Boswell, Carnahan and Critz demanded that Congress vote to increase the nations debt limit without making any spending cuts.",0
3347,Jeb Bush happens to be where a majority of Republican voters areon giving legal status to illegal immigrants.,1
3348,"Pope Francis uses a modest compact car to get around, while Creflo Dollar drives an expensive sports car.",0
3349,Charlie Crist signed the nations harshest marijuana laws.,0
3350,Governor Palin is the most popular governor in the country.,1
3351,"The Texas Board of Nursing has a backlog of 3,000 complaints against nurses, many of them sexual assaults, malfeasance.",1
3352,The Obama administrations own Environmental Protection Agency has said its Clean Power Plan will have a marginal impact on climate change.,0
3353,"In his very first budget, (Milwaukee) Mayor Tom Barrett broke his pledge to keep a lid on property taxes and has continued increasing taxes and fees ever since.",0
3354,40% of Americans know someone who has been killed by a gun.,1
3355,A private school tax break in the Wisconsin state budget is the most generous in the nation.,1
3356,The Medicaid expansion is going to cost Florida $1.9 billion a year.,0
3357,"The Trans-Pacific trade deal could cost America 448,000 more jobs.",1
3358,Florida has the third most-regressive tax structure.,1
3359,"Our economy could fall $1 trillion short of its full capacity, which translates into more than $12,000 in lost income for a family of four.",0
3360,David Perdue led efforts to ship thousands of jobs overseas.,0
3361,"Its a statistical reality that most single moms are very poor, under-educated, cant get a job, and if it werent for government assistance, their kids would be starving to death.",0
3362,"Did you know that the #KeystoneXL project is expected to create 20,000 American jobs, including more than 800 in Oregon?",0
3363,"Cape May, Cumberland, Salem and part of Atlantic counties are all south of the Mason-Dixon line.",0
3364,Sen. (Richard) Burr voted no on the Violence Against Women Act.,0
3365,Marco Rubio has the worst voting record there is today.,1
3366,"Under Hosni Mubaraks rule, Egypt received more American dollars than any country besides Israel.",1
3367,"An alternative to Social Security that operates in Galveston County, Texas, has meant that participants will retire with a whole lot more money than under Social Security.",1
3368,Women own just 1 percent of the worlds land.,0
3369,"Obama ""promises more taxes on small business, seniors, your life savings, your family.""",0
3370,Women fill two-thirds of minimum wage jobs.,1
3371,Newt Gingrich supports amnesty for illegal immigrants.,1
3372,The Georgia Senate ethics resolution doesnt define cap.,1
3373,"Paul Ryan got his start in politics, as a young staffer just out of college, working for then-Congressman John Kasichs Budget Committee.",0
3374,"The House did vote against engagement in Kosovo, and Bill Clinton kept fighting anyway. And, then, ultimately, a vote did pass.",1
3375,The Pentagon under the Obama administration has just acknowledged seizing and burning the privately owned Bibles of American soldiers serving in Afghanistan.,0
3376,Rick Scotts company is partners with Playboy in a social networking website that has community pages specifically geared towards gay dating.,0
3377,In 1944 we were in debt more than twice as much as we are now.,0
3378,All the money the Department of Citrus has is paid for by the citrus growers. You dont save dollars by eliminating the Department of Citrus.,1
3379,The No. 1 issue that the American people care about is getting America back to work.,1
3380,"Citizens Property Insurance has over $500 billion worth of risk, with less than $10 billion worth of surplus.",0
3381,Georgia has the highest flu activity in the country.,1
3382,The only candidate pocketing big money from people who want to destroy coal is Mitch McConnell.,0
3383,A cap-and-trade plan promoted by Barack Obama would hit hardest those already struggling to make ends meet.,0
3384,This (parent trigger) legislation was drafted by President Obamas top advisers. It was drafted by President Clintons top advisers.,0
3385,You cant raise taxes in Ohio. We are one of the highest taxed states in the country.,1
3386,Mitt Romney asked for a waiver from federal welfare rules.,0
3387,Gov. Rick Scott cut more government jobs than were created in the private sector in Florida in 2012.,0
3388,Public display of a long rifle is perfectly legal in Texas.,1
3389,"Of the more than 1.3 million temporary mortgage modifications, over half have defaulted.",0
3390,"If you threw a barbecue yesterday for the Memorial weekend, it was 29 percent more expensive than last year because Barack Obamas policies have led to groceries going up 29 percent.",0
3391,"While 9,000 state employees were added to the states payroll, Oregons revenue forecasts dropped by more than $4 billion.",0
3392,"Every month since 9/11, there have been as many suicide attacks against the United States and its allies as there were in all the years leading up to 9/11.",1
3393,The Latino unemployment rate is higher than the white rate and the black rate is higher than the Latino rate.,1
3394,Hillary Clinton filibustered legislation to reform Fannie Mae and Freddie Mac.,0
3395,Delta has had the most animal deaths among U.S. carriers in the past five years,1
3396,Hillary Clinton wants to essentially abolish the Second Amendment.,0
3397,Portland Community College serves more students than all of the states universities combined.,0
3398,Ohio law gives tax breaks to rich people who own private jets.,1
3399,"Here, we have Thanksgiving, we have Christmas, we have the 4th of July. Every year in Iran, they celebrate Death to America day.",0
3400,Rebecca Bradley Says her representation of an ex-boyfriend who was then my friend in a family law case is something that lawyers do on a regular basis.,0
3401,Missouri Democratic Senate candidateJason Kander is attending fancy dinners all over the country.,0
3402,"An amendment, pushed by Lyndon Johnson many years ago, threatens religious institutions with a loss of their tax-exempt status if they openly advocate their political views.",1
3403,ISIS is going to people showing videos of Donald Trump insulting Islam and Muslims in order to recruit more radical jihadists.,0
3404,"Unlike Benghazi, there were no investigations of the 1983 Beirut barracks bombing, none about key aspects of the 9/11 attacks and the Iraq War, and none about embassy attacks under George W. Bush.",0
3405,The debt will soon eclipse our entire economy.,1
3406,Florida Democrats put my Social Security number and my wifes Employment Identification Number in a mail piece.,1
3407,"The Taliban has been there for years and years, I mean, hundreds of thousands of years.",0
3408,"U.S. Sen. Ron Johnson opposes faster broadband internet in small towns and got nearly $90,000 in campaign contributions from the telecom special interests.",0
3409,"Hillary Clintons State Department sent three comedians to India on the Make Chai, Not War tour.",1
3410,Bernie Sanders opposes requiring all children to have a K-12 education.,0
3411,"The law, right now, permits companies that close down American factories and offices and move those jobs overseas to take a tax deduction for the costs associated with moving the jobs to China or India or wherever.",1
3412,"Over the last two years since President Obama has taken office, the federal government has added 200,000 new federal jobs.",0
3413,Congress can tell [the Supreme Court] which cases they ought to hear. We have that authority.,1
3414,New Mexico is the second Hollywood because of tax incentives for the film industry.,1
3415,Amazing fact: Senate has already voted on more amendments in 2015 than Reid allowed ALL YEAR last year.,1
3416,"Al Sharpton went to Ferguson, Mo., and is declaring as a matter of fact that ...Michael Brown didnt use any deadly force or posed no deadly threat to the officer.",1
3417,Chuck Hagel has called for an end to our nuclear program.,0
3418,"Last year 13 million (health insurance) rebates went out, in all 50 states. Another 8.5 (million) rebates are being sent out this summer, averaging around 100 bucks each.",0
3419,Three of our cities are among the top five worst cities in the U.S. for asthma.,1
3420,"Mitt Romney did not endorse Ted Cruz, even though he said he is voting for Cruz and urged others to do likewise.",0
3421,"Professional football coach Rex Ryan won championships in New York.The AFC, I think, twice.",0
3422,"We in the Democratic Party had no input into the locations of these hearings, nor did we have input into the process.",0
3423,"Middle-class families throughout America (would) have to pay $6,000 per year to pay for tax cuts for the wealthy.",0
3424,"If you're a small business and don't ""adopt the health care plan that Senator Obama mandates, he's going to fine you.""",0
3425,A $300 million stimulus allocation to Wisconsin has led to the creation of tens of thousands of jobs in every corner of this state.,0
3426,"As governor of Arkansas, I cut taxes and fees almost 100 times, saving the taxpayers almost $380-million. I left a surplus of nearly $850-million.",0
3427,Recent international reports show the United States near the bottom among industrialized nations for k-12 academic achievement.,0
3428,"Extending current tax rates would average more than $100,000 a year to millionaires and even billionaires.",1
3429,"Water transportation is the most fuel efficient, least polluting, safest, and least expensive means of moving cargo.",1
3430,U.S. troops are getting only 4 hours of Ebola training before deployment to Liberia.,0
3431,"What do Rutgers University, Kean University, Montclair State University, New Jersey City University, Stockton College, Rowan University and William Paterson all have in common? They all graduate less than 50 percent of their students within four years.",1
3432,"Mike Collins Says federal regulations adopted in 2011 increased the cost of each vehicle for his business by $10,000.",1
3433,George Soros and Bill Gates are funding a bioweapons lab in Sierra Leone that caused the Ebola outbreak.,0
3434,David Beckhams soccer stadium would get a special tax deal that lets them off the hook for $2 million in taxes every year for 30 years.,1
3435,Rhode Island has the worst maintained bridges in the United States of America . . . and we have the second worst maintained roads [behind] Alaska.,1
3436,Taxpayers subsidize 80 percent of each MARTA trip,0
3437,"If youre from Guatemala and you are found illegally in Mexico, you are automatically jailed.",0
3438,We created as many jobs in the first six months of this year as we did in all of 2011 and 2011 was the best single year for private-sector job growth since the year 2000.,1
3439,Twenty-five percent of our kids in foster care are there because their parents are involved in drugs.,1
3440,"I just talked about guns. I told you what my position was, and what I did as governor, the fact that I received the endorsement of the NRA.",0
3441,Ted Cruz helps run two national organizations that have been leading the push to give amnesty to illegal immigrants.,0
3442,How many concerts would Taylor Swift have to perform to pay off one day of interest on our national debt? She would have to perform every day for three years.,1
3443,Almost every state has offered an insurance plan on its health exchange that does not cover abortion.,1
3444,"Were $15 trillion now in debt, with a president thats racked up as much debt as almost all of the other presidents combined.",0
3445,"The most private question on this years form asks for an individuals race, and that question has been asked by every census since the 1790 census conducted under then-President George Washington.",1
3446,"Constitutional amendment would help to stop unfair, double taxation on real estate.",1
3447,The City of Milwaukee uses the building inspection area as a revenue base.,0
3448,"In 1928 school boards sent home letters with children saying that if Al Smith is elected president, you will not be allowed to have or read a Bible.",0
3449,"Under my platform, I will make no changes to the current (Medicare) system for current retirees and anyone approaching retirement.",0
3450,"Streetcars carry more people than buses you attract more riders who dont ride transit now, and actually the operating costs are not any greater than the bus.",1
3451,Theyve seen employer-supported coverage increase in Massachusetts after this law (Romneycare) was implemented.,1
3452,Rosalyn Dance voted against President Obamas Medicaid expansion.,0
3453,State Rep. Sandy Pasch did nothing to stop people from scamming the Wisconsin Shares child-care subsidy program and voted against funding for fraud investigators.,0
3454,"In a lawsuit between private citizens, a Florida judge announced the decision was going to be based on Islamic Law.",1
3455,I have little doubt that we've moved into recession at this point.,0
3456,"Under President Barack Obama,Weve got the lowest labor force participation in over three decades, since 1978.",1
3457,"Hillary Clinton voted to raise taxes on workers earning as little as $41,500.",0
3458,Donald Trump says organized crime runs wild on reservations.,0
3459,"In Congress Tom Barrett voted to allow abortions through the ninth month, just moments before the baby is born.",0
3460,President Obama waited two weeks to call the attack in Libya terror.,1
3461,"In a majority of states, you can now marry freely, but can still be fired for who you love.",1
3462,"Due to the sequester, people are going to be unsafe. Homes are going to burn.",0
3463,Ovide Lamontagne wants to eliminate kindergarten.,0
3464,"In Romneys first budget (in Massachusetts), he cut $248.7 million from K-12 education.",0
3465,The premiums on Medicares prescription drug program have fallen almost every year since it began.,0
3466,Miami-Dade has the nations highest-rated tap water.,0
3467,"Thanks to restrictive and anticompetitive ballot laws, candidates in November 2014 ran unopposed in nearly half of Wisconsins state representative races but in Michigan and Minnesota nearly all races had challengers.",0
3468,The Kochs stand to make around $100 billion if the government approves the Keystone XL pipeline.,0
3469,George Allen and his colleagues in the Senate turned the biggest surplus in the history of the United States into the biggest deficit in the history of the United States.,0
3470,"The EPA was asked about an environmental citation for the city landfill in Nashua, N.H. but didnt know why it was cited.",1
3471,"Barack Obama said, If we keep talking about the economy, were going to lose.",0
3472,Both the state and federal governments make more per gallon in gas taxes than the oil companies make themselves for doing all the work.,0
3473,SaysMaggie Hassan was out of state on 30 days over the last three months.,1
3474,HIV/AIDS is dramatically on the rise in the U.S. South.,1
3475,From the Do As I Say Not As I Do department: federal employees owe $3.3 billion in back taxes.,1
3476,"In the three months before the act took effect, America lost 750,000 jobs a month. In the last three months, we've lost about 35,000 jobs a month.",1
3477,"The minute this proposal for near-beach oil drilling came up, I was against it.",0
3478,The majority support (raising) the minimum wage.,1
3479,Romney adviser admits Romneycare was blueprint for Obamacare.,1
3480,David Perdue said hed raise taxes.,0
3481,"Within a few years, we will be spending more on interest payments than on national security.",0
3482,Under the Obama economy ... utility bills are higher.,0
3483,Our men and women of the Guard have been forced to contact food banks to feed themselves.,0
3484,Mercedes said high taxes and the cost of doing business in New Jersey worked to Georgias advantage in landing the companys USA corporate headquarters.,1
3485,Mitt Romney has proposed cutting his own taxes while raising them on 18 million working families.,1
3486,This ban will only apply to Oregon commercial fishermen. Washington commercial fishermen would still be allowed to use gillnets on the Columbia River.,1
3487,"Except for Virginia, the other 49 states keep raising their gas tax.",0
3488,Oak Grove is one of the largest cities in Oregon and is the biggest city in Clackamas County and its not a city.,1
3489,"The average student in Florida, what they actually pay out of pocket at our major universities for tuition is as much or less than what they spend on cellphones.",1
3490,"At the same time gas prices have increased, the share of the oil market controlled by speculators has more than doubled over the past 10 years.",1
3491,Jules Bailey was instrumental in creating the Business Energy Tax Credit that let companies like Wal-Mart profit by $11 million while costing the Oregon general fund $33 million.,0
3492,"The Obama administration is using as its legal justification for these airstrikes (on the Islamic State), an authorization for military force that the president himself has called for repeal of.",1
3493,"Under Obamacare, members of Congress are required to purchase their health insurance from the new exchanges.",1
3494,"In Minnesota, well over 6,200 election-day registrations from 2008 proved fraudulent.",0
3495,Congressman Nye voted against a bill which would have defunded the $5-10 billion the IRS needed toimplement health care legislation.,0
3496,"Rubio's ""got more experience than Obama had.""",0
3497,The City of Portland alone has 84 public relation representatives on payroll which cost taxpayers over $6.2 million (a year).,0
3498,The vaccine to prevent HPV can cause mental retardation.,0
3499,"As governor, [Mitt Romney] balanced the budget without raising taxes and created jobs.",1
3500,"According to the nonpartisan Congressional Budget Office, the IRS would need to hire over 16,000 people ... to audit the American people and impose the new taxes and mandates of the health care bill.",0
3501,We have 395 inmates pushed into triple-bunked cells intended for two inmates and bunked in classrooms and areas supposed to be designated for inmate labor.,0
3502,Middle-class Americans pay a higher tax rate than millionaires and billionaires.,1
3503,Were the only advanced democracy in the world that makes it harder for people to vote.,1
3504,"Regarding sexual assault against women, Its actually safer not to be in college than it is to be in college.",0
3505,Obamacare was patterned after (Mitt Romneys) plan in Massachusetts.,1
3506,Race to the Top grants require participating states to adopt the Common Core standards as a condition for receiving federal funding.,0
3507,Hostages were released as soon as Ronald Reagan took office because Iran perceived that America was no longer under the command of someone weak.,0
3508,Seventy percent of Missourians support voter photo ID legislation.,1
3509,Weve had the same leadership in the Travis County DAs office for 30 years.,0
3510,There hasnt been a Republican in the legislature or the City Council in Providence in over 30 years.,0
3511,"Every day, oil continues to pour into the Gulf of Mexico. ... Even with disaster on our coast..., Richard Burr voted to let big oil off the hook.",0
3512,Texas had the highest level of turnout than ever before in the primary.,1
3513,"Despite opposition from national Club for Growth, Club for Growth Wisconsin has endorsed him for U.S. Senate.",0
3514,"Illinois suffered 1,652 overdose deaths in 2014 ... of which 40 percent were associated with heroin. Illinois is ranked number one in the nation for a decline in treatment capacity between 2007 and 2012, and is now ranked the third worst in the country for state-funded treatment capacity.",1
3515,That 3.5 percent (increase in the third quarter GDP) came from two things government spending on Cash for Clunkers they just moved fourth-quarter auto sales into the third quarter and the first-time home buyer thing.,0
3516,We got a million jobs.,1
3517,George W. Bush was the least popular president in modern history.,0
3518,"Sen. Bill Nelson voted to spend $144,541 to see how monkeys react under the influence of cocaine.",0
3519,Gina Raimondos venture capital firm secured a secret no-bid contract funded by taxpayers.,0
3520,Florida led the nation in job creation while Bush was governor.,0
3521,President Obamas health care law says when you sell your house now you have to pay a 3.8 percent tax.,0
3522,"Lip-reading instructor at the River School, a Washington, D.C., school for the deaf has determined that during 9/11 ceremonies, Michelle Obama said, All this for a damn flag.",0
3523,"While she was mayor, Lois Frankel took a police helicopter ride to go to a dinner party.",1
3524,"Nathan Deal cut the HOPE scholarship program so that literally 100,000 Georgians will not be able to go to college or get technical training that they so badly needed to raise -- you know, give them a chance at a good job.",0
3525,"Texas has one state inspector for every 4,500 oil and gas wells.",1
3526,Black people are eight times more likely to be arrested than white people in Madison.,1
3527,Obama ad contends that John McCain endorses Rush Limbaugh's comments about immigration.,0
3528,"As the CEO of HP, Carly Fiorina laid off 30,000 workers.",1
3529,"10 days after Hurricane Katrina, this chamber passed two separate bills amounting to $60 billion. It has been nearly two months since we had Superstorm Sandy, and nothing has passed.",1
3530,An appointed board created under Obamacare will have the ability to come between you and your doctor in determining the best treatment options for you!,0
3531,"100 percent of the crime is committed, in estimate, by about 15 percent of the population.",0
3532,Rick Scott Says his tax and fee cuts will save households $540 over two years.,0
3533,"We have an Army that just cut 40,000 spots.",1
3534,"The Affordable Care Act says that at age 76 when you most need it most, you are not eligible for cancer treatment. Cancer hospital will ration care according to the patients age.",0
3535,"In Wisconsin, the stimulus paid for a bridge to a bar called Rusty's Backwater Saloon. They've got great burgers, but no new jobs.",0
3536,"Before Congress, (Tom) Cotton got paid handsomely working for insurance companies and corporate interests.",0
3537,Paul Ryan Says Joe Biden went to China and said that he sympathized and wouldnt second-guess their one-child policy of forced abortions and sterilizations.,0
3538,Will Hurd said a border-long U.S.-Mexico wall absolutely makes sense.,0
3539,The streetcar project planned by Mayor Tom Barrett would be a 1900s style trolley.,1
3540,Israel has seen a 90 percent reduction in terrorist attacks that it attributes to building a 500-mile fence.,1
3541,Today Russia holds many of our most precious national security satellites at risk before they ever get off the ground.,1
3542,Gov. Scott Walkers repeal of a 2009 law has left Wisconsin as one of five states without an equal pay law protecting women from gender discrimination in their paycheck.,0
3543,"This year, we have added an average of 200,000 jobs per month, a majority in the private sector, a stark contrast to the Bush Administration record of losing an average of nearly 750,000 jobs per month in its last three months.",0
3544,Republican state Sen. Alberta Darling offered unqualified support for a plan to end Medicare,1
3545,18 states and the District of Columbia have voted Democratic in six consecutive presidential elections.,1
3546,Russ Feingold voted against the law that protected our lakes and was the only Great Lakes senator to vote no.,0
3547,Bill Nelson Says Connie Mack wrote a letter to the Department of Transportation in order to get $29 million in stimulus for his congressional district.,1
3548,"Under President Barack Obama, the United States has created five million jobs.",1
3549,"If President Barack Obama strikes a nuclear deal with Iran, the next president could revoke such an executive agreement with the stroke of a pen and future Congresses could modify the terms of the agreement at any time.",1
3550,Scott Walkers plan to replace Obamacare is a new entitlement program for every single American human being from the time they are born right up until they grow old and become eligible for Medicare.,0
3551,"Palin ""inherited a city with zero debt, but left it with indebtedness of over $22-million.""",1
3552,Pat Toomey thinks corporations shouldnt pay any taxes.,1
3553,We had no domestic attacks under Bush.,0
3554,Mary Burkes Madison school district will be the only school district left in the state to ignore the (Act 10) law in the 2015-16 school year.,1
3555,The state budget doubled property tax credits for seniors and middle class New Jerseyans and had no tax increases for any New Jersey family for the second year in a row.,0
3556,"Since Rick Perry became governor, poverty rates in Texas increased from 15.1% to 17.5% which is higher than the national average.",1
3557,Jack Berry voted for a plan to cut $23.8 million from our schools.,0
3558,"MikeHuckabee.com gets ""more hits than virtually any other presidential candidate.""",1
3559,Floridas revenue is growing at a faster rate than almost any state in the country.,0
3560,I sponsored the new Buy American law,0
3561,"Harris County, Texas has some of the highest jailing and incarceration rates in the U.S. and the world.",1
3562,"Congressman Jon Runyan does not want to cut taxes for the middle class, but only for millionaires.",0
3563,"Brazil built a $300 million stadium in the Amazon rainforest that is only going to be used for four World Cup games, and theres no team that can fill it afterwards.",1
3564,"Donald Trump was one of the people who rooted for the housing crisis. He said back in 2006, Gee, I hope it does collapse because then I can go in and buy some and make some money.",1
3565,A recent economic uptick appears to coincide with the expectation of a new Republican Congress.,0
3566,George LeMieux even compared Marco Rubio to Barack Obama.,0
3567,"Under the presidents plan, he cuts Medicare by $716 billion, takes that money out of the Medicare trust fund and uses it to pay for Obamacare.",1
3568,The total unemployment rate for Hispanic or Latino workers has increased from 10% to 10.3% between January 2009 and March 2012.,0
3569,"Last year, American oil production reached its highest level since 2003.",1
3570,The top one-tenth of 1 percent now owns almost as much wealth as the bottom 90 percent.,1
3571,Holly Turner... still takes her homestead (property tax) exemption in Fort Worth.,0
3572,"Under Barack Obama and the big government economy, the median wage for women has dropped $733.",0
3573,"The big Wall Street banks, the big corporations give many times more political donations to Democrats than Republicans.",0
3574,Milwaukee lost the headquarters for MillerCoors because the area lacks good transit.,0
3575,Our larger domestic threat is from racial supremacist groups.,0
3576,"While the government grew, we lost more than 2 million jobs.",0
3577,Its not accidental that the villain in the Batman movie is named Bane.,0
3578,"President Barack Obama has now spent three years proving that he kills jobs in energy, he kills jobs in manufacturing.",0
3579,"Under a proposed medical marijuana amendment in Florida, you dont get refills -- you get it forever.",0
3580,This House processed and approved as many bills as previous Legislatures.,0
3581,Mitt Romney wants to add $2 trillion to defense budget that the military hasnt asked for.,1
3582,The governor must inform the Senate president about his or her absence from the state.,0
3583,"Your tax dollars are not being used to sue you, the people.",0
3584,"Patience Roggensack Says she has bipartisan support, including 53 sheriffs throughout the state, Democrats and Republicans.",1
3585,"When I was born, defense spending was 60 percent of the budget. Its now 17 percent.",1
3586,"Bill McCollum ""served as a lobbyist whose clients enabled mortgages for illegal immigrants.""",0
3587,"Every dropout costs us $72,000 for the life of that person.",0
3588,Unions call Obamacare bad for workers.,1
3589,"Zack Space voted for budgets and debt, energy taxes and the stimulus, and we still lost more than 2.5 million jobs.",0
3590,"Gov. Romney himself, with 28 other Republican governors, supported policies that would have eliminated the time limits in the welfare reform law and allowed people to stay on welfare forever.",0
3591,"We have a fire marshal that said, Oh we cant allow more people ... And the reason they wont let them in is because they dont know what the hell theyre doing.",0
3592,Under Hillary Clintons plan illegal immigrants convicted of committing crimes get to stay.,1
3593,Donald Trump wants to get rid of the federal minimum wage.,1
3594,The cheerleaders for the Dallas Cowboys have entertained more troops in the world than Bob Hope.,0
3595,The bill also provides full federal funding for abortions,0
3596,Ronald Reagan repeatedly talked about how irresponsible it would be to allow the full faith and credit of the United States to be impaired in any kind of way.,1
3597,A telecom bill could keep the State Corporation Commission from getting rate-of-return information from electric utilities.,0
3598,Michael Bennet cast the deciding vote for the stimulus and the health care bill.,0
3599,Newt Gingrich has said that we should make the 11 million illegal workers that are in this country legal.,0
3600,"Nationally, the unemployment rate for veterans is far greater than the national unemployment rate, and Wisconsin is one of those rare examples where unemployment is actually lower for veterans than it is for the population as a whole and certainly lower than it is nationally.",1
3601,A Republican housing finance reform bill would eliminate a persons ability to obtain 15- and 30-year mortgages.,0
3602,"1928 was last time Republicans had the White House, the House and the Senate.",0
3603,Sherrod Brown supported President Obamas $453 billion tax increase.,0
3604,National studies are already showing the negative effects that the health care law is having on businesses and our economy. Businesses across the country are raising their prices (or) cutting jobs as a result of the added cost.,0
3605,Women earn only 77 cents for every dollar earned by men in the same position.,0
3606,"In 2001, former Federal Reserve chairman Alan Greenspan ""justified increasing spending and cutting taxes, saying that we didn't really need to pay down the debt.""",0
3607,U.S. Rep. Martin Heinrich spent a trillion of our tax dollars on a stimulus for failed companies here and jobs overseas.,0
3608,The Milwaukee Police Department has seized nearly as many firearms this year as the much larger New York City Police Department.,1
3609,"Hillary Clinton wants to ""wave the white flag of surrender and set a date for withdrawal.""",0
3610,The cost of the food stamp program is at an all-time high.,1
3611,Scott Walker Says his sons were targeted on Facebook by out-of-state protesters.,1
3612,The largest number of bankruptcies in our country are really as a result of health care.,1
3613,"Rather than work to secure the border, (Marco Rubio) supported Obamas amnesty plan for illegal immigrants.",0
3614,The platform of the Republican Party says deport everybody and to hell with it.,0
3615,Bill Clinton's peace dividend . . . cut the military 25 and 30 percent.,0
3616,Providence has the lowest crime rate in three decades.,1
3617,Harry Reid has voted to give special tax breaks to illegal aliens.,0
3618,A proposed mine in Wisconsin is about two-thirds the size of Lake Winnebago.,0
3619,"Sarah Palin was repeating ""Abraham Lincoln's words"" in discussing the war in Iraq.",1
3620,"Says76 percent of all voters in the United States say they want Johnson-Weld, by name, in the presidential debates.",1
3621,"The Obama administrations green stimulus program funneled close to $2 billion dollars to overseas firms, creating thousands of jobs in China.",0
3622,Tim Mcginty Says he tore down hundreds of abandoned homes that served as havens for crime and reduce(d) the value of our neighborhoods.,1
3623,Foreign Chinese prostitution money is allegedly behind the groups funding Congressman Jim Renaccis Republican majority.,0
3624,David Perdue did not support the 2014 farm bill that U.S. Sens. Isakson and Chambliss did.,1
3625,Michele Bachmann Says Newt Gingrich made an affirmative statement that he would not only support but he would campaign for Republicans who were in support of the barbaric procedure known as partial-birth abortion.,1
3626,Scott Walkers school-aid cuts were so devastating that students are without chairs and a government survey found 47 kids in a classroom.,0
3627,Todays marijuana is 300 percent to 800 percent more potent than the pot of yesteryear.,1
3628,"German citizens were disarmed by their government in the late 1930s, which allowed the Nazis to carry out their evil intentions with relatively little resistance.",0
3629,Right now we are at 90 percent health insurance covered. Thats the highest weve ever been in our country.,1
3630,"Up until two weeks ago, John McCain was a leading proponent of amnesty. Now with me challenging him, suddenly he has changed.",0
3631,Sherrod Brown voted for the $1.17 trillion health care law that adds a new tax on Ohio manufacturers.,1
3632,The National Labor Relations Board told Boeing that it cant build a factory in a non-union state.,0
3633,GOP primary opponents Glenn Grothman and Joe Leibham cast a compromise vote that cost $788 million in higher electricity costs.,1
3634,We have more coal reserves in the United States than they have oil reserves in Saudi Arabia.,1
3635,The Obama Administration's own White House Council of Economic Advisers has estimated 4.7 million Americans will lose their jobs if the (health care) bill passes.,0
3636,"Federal, state and local governments have subsidized the production of the Volt to the tune of estimates between $50,000 and $250,000 per vehicle sold.",0
3637,Bernie Sanders wants higher standards for toy guns than real guns.,1
3638,A database police use to look up wanted suspects excludes certain warrants issued by Atlanta Municipal Court.,1
3639,"Amendment 2 will put almost 2,000 pot shops in Florida ... more pot shops than Walmart and Walgreens combined.",1
3640,President Obamas lawsuit claims it is unconstitutional for Ohio to allow servicemen and women extended early voting privileges during the states early voting period.,0
3641,State Senate candidate Monk Elmer voted to exceed the (school district property tax) spending caps.,0
3642,Illegal immigration wasnt a subject that was on anybodys mind until I brought it up at my announcement.,0
3643,There's not a major bill I know with Hillary's name on it.,1
3644,"After Texas defunded Planned Parenthood, both the unintended pregnancy and abortion rates dropped.",0
3645,I have always said that I would be for drilling.,0
3646,"Since Barack Obama became president of the United States, 95 percent of economic gains have been made by the richest 1 percent.",1
3647,"Mitt Romney, as governor of Massachusetts, put into place socialized medicine.",0
3648,Our population has grown from about 1 million in the 1970s to almost 7 million today.,1
3649,Climate change is directly related to the growth of terrorism.,0
3650,"In Florida, the number of voters who now register as other has grown by a million in the last 10 years. Compare that with the Democrats, who only grew by 300,000 and the Republicans who grew by just 200,000.",1
3651,The United States has the best health care delivery system in the world.,1
3652,"Travis County Sheriff Greg Hamilton has accepted $42,000 from strip-club interests and $10,000 from local alcohol distributors.",1
3653,"The health care reform bill was paid for, in part, by taking money from students and the student loan system.",0
3654,"Hank Johnson voted against legislation to help first responders, teachers, vets and troops.",1
3655,I created the school choice program.,0
3656,The Southern Baptist Convention voted 13 years ago that women were inferior and had to be subservient to their husbands.,0
3657,The U.S. election system is rigged.,0
3658,"In Ferguson, Mo.,youve got threeblack officers and 50 white officers with a town that is 67 percent African-American.",1
3659,Were the highest taxed nation in the world.,0
3660,With Gov. Chris Christie and bipartisan reformers New Jersey had the most job growth in 11 years.,1
3661,The NRA supported background checks...,1
3662,I didn't endorse the federal stimulus bill.,0
