,claim,claim_veracity
742,Deaths remained below 1500 bringing our dataset's recorded deaths to 87472. For a Wednesday this is lower than average. The cumulative total does not include 4781 probable deaths reported by NYC but not NY State.,1
743,Collecting data about race is fundamental to understanding this outbreak. We know the health care system underserves black communities. We know that Latinx and Asian communities experience overlapping but distinct barriers to care too.,1
744,Fauci called the launches importanttesting patients both in and out of the hospital.,1
745,White House Grants Covid-19 A Green Card Visa,0
746,On therapeutics the first proven therapy for severe COVID-19 Dexamethasone was announced in June with support from the therapeutic accelerator arm and is currently in,1
748,Viral message showing roadmap to ease restrictions during COVID-19 is from India,0
749,The initiative would have delivered COVID-19 testing to Californias most vulnerable and disadvantaged.,1
750,Irish Drugs Cartel Announce Heroin Stimulus Package Amid Covid-19 Crisis,0
751,Did you know? Breathing in wildfire smoke can cause symptoms similar to COVID-19 like dry cough sore throat and trouble breathing.,1
752,The coronavirus was created in a lab and patented.,0
753,Four people are in hospital with COVID-19  one each at Auckland City and North Shore hospitals and two in Middlemore. All four patients are in isolation on a general ward.,1
754,NEWS! Government reveals new line of masks to allow wearers to travel freely during lockdown,0
755,Our daily update is published. Weve now tracked 22.5 million tests up 584k from yesterday a new all-time high. Here are the states that reported over 10k new tests.,1
756,Alcohol can wash and sanitize the digestive system.,0
757,Our latest Weekly Epidemiological Report NCDCWER for week 30 focuses on the implementation guidelines for the extended lockdown ease in Nigeria. NCDC remains committed to keep Nigerians informed following emerging evidence on COVID19.,1
760, The 4 cases were passengers on the Greg Mortimer cruise ship. We received confirmation that Uruguay had not previously reported these cases to the WHO. All 4 cases have recovered.   This means New Zealands combined total of confirmed and probable cases is now 1503.,1
761,The latest update from the Ministry of Health:    Today we are reporting two new cases of COVID-19 made up of one confirmed case and one probable case.   Both cases are linked to the St Margarets Hospital and Rest Home in Auckland.,1
763,COVID has caused healthcare experts to rethink screenings.,1
764,Major League Baseball is Now Considering Tearing Down Coronavirus-Infested Marlins Park,0
765,Our daily update is published. States reported 582k tests 31k cases and 1089 deaths.,1
766,Latest update from the Ministry of Health: For the 5th consecutive day there are no new cases of COVID-19 in New Zealand. Our total number of confirmed cases remains the same at 1154 and the total number of confirmed and probable cases is 1504.,1
767,Weve still had more deaths to the flu this year than we've had COVID-19.,0
770,Equitable global access to tests treatments and vaccines is key to ending COVID-19 fairly effectively and efficiently. Because if one of us is at risk we are all at risk. We are only safe when everybody is safe.,1
771,a doctor from Pune died of coronavirus and was cremated by Muslims in Pune,0
772,FDA Begins Planning Sequel to COVID-19,0
776,NEWS! Brexit Partys official line on Coronavirus is rubber up and dont order mussels,0
778,New daily deaths held steady at 1182 about as many as yesterday. New York continues to dominate the movement of these numbers and New York's numbers have flattened. ,1
779,President Donald Trump said former President Obama funded the coronavirus that was creatical in biological Wuhan lab.,0
780,Michigan Gov. Gretchen Whitmers family spent May 20 at her second home breaking her own stay-at-home orders.,0
781,A photo shows two Italian nurses in a hospital a few days before they got COVID-19 and died.,0
782,COVID-19 is an abbreviation for coronavirus disease 2019 the year the first case was reported. But that hasn't stopped people from sharing other fake meanings.,0
784,If you are sick with COVID-19 a public health worker may contact you to check on your health discuss who youve been in contact with and ask you to stay at home and self-isolate if youre not doing so already. Answer the call to,1
785,An image of a baby born with deformities claims that the baby was suffering from coronavirus.,0
787,For example once a successful vaccine has been identified WHOs strategic advisory group will provide recommendations for their appropriate and fair use. The allocation of vaccines is proposed to be rolled out in two,1
788,Chinese President Xi Jinping visited Muslims to understand why they are not contracting COVID-19.,0
789,Over five lakh people have recovered from COVID-19 in India so far. Due to a surge in coronavirus cases Karnataka government imposes lockdown in Bangalore from 8 pm on 14 July till 5am on 23 July. Essential services will continue to ply.,0
790,Update on MIQ numbers: There are currently 5423 people in managed isolation and quarantine. Our current effective capacity is 7091. This gives us an excess capacity of 1668. Over the next week we are projecting 2816 arrivals and 2560 departures from our facilities.,1
791,Florida Reopens Hurricane Beach,0
792,We've made a Twitter list of state (and DC!) public health departments in the United States. Follow these accounts to stay current on,1
793,Migrant labourers in the state of Gujarat are protesting amidst the lockdown.,0
794,Having 14 face masks is enough. They can be reused every 14 days since the incubation period is 14 days.,0
796,"Don't eat cabbage, as per WHO report, the coronavirus stays in cabbage for a very long time.",0
797,Daily new cases continue drifting slightly slightly lower. Today states reported ~28k cases slightly down from last Thursday.,1
798,CDC Briefing Room: Dr. Nancy Messonnier gives an update on COVID19. For more info visit,1
799,During his speech on the last night of the RNC Donald Trump pointed to a strong economy secure borders and his coronavirus response as reasons why Americans should re-elect him in November.,0
800,A drug made from cow urine or pigeon membrane can cure coronavirus.,0
801,As at 11:10pm 20th April breakdown of cases by states: Lagos-376 FCT-89 Kano-59 Osun-20 Oyo-16 Edo-15 Ogun-12 Kwara-9 Katsina-12 Bauchi-7 Kaduna-9 Akwa Ibom-9 Delta-4 Ekiti-4 Ondo-3 Enugu-2 Rivers-2 Niger-2 Benue-1 Anambra-1 Borno-3 Jigawa-2 Abia-2 Gombe-5 Sokoto-1,1
802,"Canada has just criminalized all CV19 measures requiring masks, distancing, quarantining and vaccines.",0
803,"PM Boris Johnson says office workers who can work from home ""should do so"" and adds that all pubs bars and restaurants in England should operate ""table service only"" and must close at 10pm from Thursday.",1
804,There are 132 people linked to the community cluster who have been transferred to the Auckland quarantine facility which includes 82 people who have tested positive for COVID-19 and their household contacts.,1
805,Social media users claimed Ghana did poorly with respect to food distribution amid the COVID-19 season when compared to Niger Nigeria and Rwanda.,0
806,FBI serves warrant on senator Richard Burr in investigation of stock sales linked to coronavirus,0
808,The WHO has issued an alert against buying holy colors from China,0
810,The roll-out of 5G is causing coronavirus or coronavirus-like symptoms.,0
811,A photo shows what COVID-19 does in the throat.,0
812,Even mild obesity is a risk factor for COVID-19.,1
818,To protect yourself from COVID-19 avoid being exposed to the virus and use everyday prevention action to prevent the spread of respiratory virus: 1) cover your cough 2) wash your hands 3) stay home when sick,1
819,New Video: Together we can stop the spread of COVID-19 by physical distancing practicing good hygiene and avoiding non-essential travel. Watch to learn more about how you can help slow the spread.,1
820,Native Americans in North Dakota will be the first subjects to receive a novel coronavirus vaccine,0
821,Olympics Postponement Has Messed Up Drug Cheats' Careful Planning,0
822,Government attempts to stop coronavirus by outlawing communal worship of deity who created,0
823,An association between severity of coronavirus infection and blood type is emerging.,1
824,Georgia tops the list of states for 'highest rate of new COVID cases.' Critics suggest this surge is due to a relaxed approach to mask wearing with little enforcement from local government.,1
825,Only Donald Trump could make the coronavirus about him. This president is dangerous.,0
827,$63400 is the average salary for medical residents up 3% from last year.,1
828,Do you or does someone you know communicate using American Sign Language?,1
829,",""Pope to UN: Use COVID crisis to come out better, not worse",0
831,"An alarming text message signed ""Claire Magne a friend nurse"".",0
832,CDC has information for populations that may need to take extra precautions to protect against,1
833,"Man Had Beef, Peppers And Onions With Rice For His Tea",0
835,5 death row inmates have died of,1
836,Using a non-dominant hand to open doors is a way to prevent coronavirus.,0
837,Video of a doctor fainted on the floor after getting infected with coronavirus.,0
838,Indian Police mistreating positive coronavirus patients.,0
839,Brazilian Supreme Court denied order for army hospitals to treat COVID-19 patients.,0
840,One confounding data issue right now: New York City is reporting confirmed and presumptive deaths but the state is not so we are not. However at least one state (Ohio) is lumping those numbers together. This may get messy in the coming days.,1
841,Neither The Viral Post On Coronavirus (COVID-19) Is From UNICEF Nor It Is Accurate,0
842,The surge in coronavirus infections could be a sign of 'far worse things to come' Public Health England says. Follow live coronavirus updates ,1
843,"RECIPE FOR A GENUINE, BASIC ANTI-VIRUS PUNCH (To hopefully give Mr. Mean COVID-19 a one/two punch!)",0
847,COVID-19 Update  We have 9 new confirmed cases of COVID-19 in the community.  7 of these have already been linked to previous cases in the Auckland cluster. We have 4 cases that are still under investigation. They are all believed to be linked to the existing cluster.,1
848,Coronavirus may have spread due to the consumption of bat soup according to scientists.,0
849,Says the CDC recommends men shave their beards to protect against coronavirus.,0
851,Trump said at his press briefing that anyone who has needed a ventilator has been able to access one. In April officials from more than 30 states told us they hadn't had any COVID-19 patients that were denied a ventilator.,0
852,Given the hiccups with daily numbers right now it may be helpful to focus on the weekly trends that weve compiled here.,1
853,Scream Out Of Your Window In Frustration' Event To Go Ahead,0
854,Coronavirus: Thousands fined for breaking 'unclear and ambiguous' lockdown rules MPs warn,1
855,Cuban researchers have developed a cure against COVID-19.,0
856,COVID-19 Could Mean Lock-Down for Six More Years,0
857,Doctors say treating patients with corticosteroids is the official cure for coronavirus. During an interview for a television channel a doctor from So Paulo describes the procedure.,0
858,It is best to shave your beard to avoid being infected by the coronavirus.,0
859,COVID-19 Means 'See A Sheep Surrender' In Latin,0
861,"""New study The flu vaccine is 'significantly associated' with an increased risk of coronavirus""",0
862,Video shows doctors and nurses turning their back to the Health ministry of Spain as he arrives to a Hospital.,0
863,An emerging policy consensus suggests that states should wait to reopen until cases have steadily decreased (an R(t) less than 1.0) for at least two consecutive weeks.,1
864,Widely available steroid reduced COVID-19 deaths by up to one third in severely ill patients study shows,0
865,NEWS! Humans to be allowed out of temporary lockdown to see animals in permanent lockdown. This is best cure of COVID.,0
868,If there is a larger outbreak the entire building will have to be closed for 48 hours after thorough disinfection. All staff will work from home till the building is adequately disinfected and is declared fit for re-occupation. (2/4),1
869,"Chinese are not taking any medicine or any vaccine for corona virus. They have stopped going to hospital.They instead kill the virus with HEAT.Very Hot steam inhalation from kettle, 4 times a day. Hot gargles 4 times a day. Hot tea 4 times a day Virus dies in 4 day. Result -ve",0
870,Balancing health and liberty during a pandemic requires being more sensible and compromising.,1
871,Food was discarded after Sao Paulo's governor decree,0
873,The message claimed that under the Disaster Management Act (DMA) nobody except the Indian government can update and post coronavirus related information on social media.,0
874,India reports over 48000 new infections taking the confirmed case tally to 13.3 lakh. Madhya Pradesh CM Shivraj Singh Chouhan tests positive for the novel coronavirus. President of Brazil Jair Bolsonaro has tested negative for COVID-19.,0
875,Video shows the last COVID-19 patient exiting from the hospital in New Zealand.,0
876,The government is changing the rules around self-isolation in a move to force more people to stay at home if they have,1
878,Quarantined man celebrates St Patricks Day by doing keg stand alone in his living room,0
879,A Louisiana Stripper Says If She Contracts The Coronavirus Shell Make It A Point To Attend All Of T,0
880,Update: Suicidal Man Seeks Coronavirus Infection,0
881,BREAKING: Scientists say there is growing evidence coronavirus can be cured with Viennetta,0
882,An image accompanies the text: The Italian Prime Minister wept when he recognized that they were losing the battle against the coronavirus.,0
883,The limit for social gatherings has now lifted to 100 people. These include events at home and outside of home like religious services parties weddings tangihanga and funerals.,1
886,After revision So Paulo state registers only 26 deaths by COVID-19.,0
887,Bill Gates' coronavirus vaccine developed by Oxford researchers caused all test subjects to get coronavirus.,0
889,People in Italy have thrown all of their money on the roads outside saying that this money is useless to save them from death. If you are well off spend this for the service and help of the needy.lesson for humanity.,0
890,Leaders of the Mt Roskill Evangelical Fellowship have encouraged all members of the congregation to get retested for COVID-19 and comply with other public health advice such as self-isolation. At 8am this morning our labs had registered new tests for 98% of the congregation.,1
891,A Facebook user claims Melinda Gates divorced her husband Bill Gates for wanting to destroy Africa.,0
893,"Governor Andy Beshear has authorized Kentucky teachers to make in-home visits. With parental approval, teachers will inspect the bedroom of each student currently enrolled in K-8.",0
895,In West Virginia overdoses have increased by 47% during the COVID-19 pandemic:,0
897,"Over 5000 students tested positive for COVID-19 after an exam for Karnataka's Consortium of Medical, Engineering and Dental Colleges of Karnataka Under Graduate Entrance Test (COMEDK).",0
898,Our daily update is published. Weve now tracked ~3.1 million tests up 146k from yesterday right about the April average. Note that we can only track tests that a state reports. And not all states report all tests.,1
899,One case previously reported in Lagos is now an Ondo State case The total number of confirmed cases in Lagos is 731 and 8 in Ondo For a breakdown of cases by states please see,1
900,Coronavirus: Only one in 10 to be protected from COVID-19 in first year of vaccine use,1
901,Bill Gates admited on video that the vaccine against COVID-19 changes people's DNA forever.,0
902,The Indian Council of Medical Research (ICMR) has issued guidelines about the post-lockdown phase.,0
904,The latest COVIDView report shows that influenza-like illness has declined but remains elevated. However COVID-19 severity indicators (hospitalizations and deaths) are increasing.,1
906,Please join CDC Emergency Partners Information Connection (EPIC) today at 4 pm ET for a special webinar about reducing risk from COVID-19 while engaging daily life celebrating the Fourth of July participating in social activities and returning to work.,1
907,Thank you to all dialysis staff protecting vulnerable patients from COVID19. CDCs new training webinars can help to prevent the spread in your facility.,1
908,This is the same pattern we saw for cases and hospitalizations over the last couple months. Compare Arizona New Jersey New York and Texas.,1
909,There were 190 people who had been guests at the hotel from when the people entered on the 16th of June to the 13th when they departed 179 have been contacted referred for testing and we have 156 negative results as of yesterday. Only 11 people are being followed up.,1
911,Coronavirus: Just 6% of Britons have antibodies - and levels wane over two months SAGE warns,1
912,Fox News... Trump test positive for covid-19.,0
913,The states seeing record-high averages are Alabama Arizona California Florida Nevada North Carolina Oklahoma Oregon South Carolina and Texas.,1
914,Coronavirus: Premier Inn-owner Whitbread to cut 6000 jobs,1
915,COVID-19 may be linked to an onset of pediatric type 1 diabetes an Imperial College London study suggests.,1
916,New cases remained about where they were yesterday. 7-day average has been pretty steady for the last 10 days.,1
917,Goodwill Industries International has fired all its employees because of the coronavirus pandemic.,0
918,A large country-randomized controlled trial with 2.7 billion people shows that COVID-19 patients treated with hydroxychloroquine have a 79.1% lower death rate,0
920,Local Man Appoints Himself Worlds Foremost Expert On Coronavirus,0
921,A number of areas have been added to the coronavirus watchlist as scientists warned the transmission rate could now be as high as 1.4 in the UK. Find out if your area is affected,1
922,Such high level of testing will also lead to high number of daily positive cases however States have been advised to firmly focus on comprehensive tracking prompt isolation and effective treatment.,1
923,If youve seen the news that the Federal government has re-routed hospital data into a new system at HHS we do not think that our states-based data compilation will be affected by the change.,1
925,See the latest CDC COVIDView report with new data on COVID19-like illnesses hospitalization rates and deaths.,1
926,Michigan Gov. Gretchen Whitmer banned sale of American flags during COVID-19 pandemic.,0
927,In Japan if the new coronavirus test is negative the cost is 80000 yen. If positive the state will bear the cost.,0
928,Yesterday our laboratories completed 2497 tests 528 of which were taken at managed isolation or quarantine facilities. The total number of tests completed in New Zealand to date is 438720.,1
929,The Vic. branch of One Nation says Australia should follow Sweden Switzerland and Taiwan's approaches to COVID-19.,0
930,A video of an overcrowded Shramik train claimed to be from Mumbai travelling to West Bengal.,0
931,"Chancellor Angela Merkel knew of the pandemic since 2013, the virus is from a laboratory.",0
932,Fatality rates among those infected by COVID-19 range up to 0.054% in those aged 70 and over.,0
935,Eight new cases of COVID-19 have been reported in Nigeria: 5 in Lagos 2 in the FCT and 1 in Kaduna State As at 09:30 pm 5th April there are 232 confirmed cases of COVID-19 reported in Nigeria. Thirty-three have been discharged with five deaths,1
937,"Masks can be effective in stopping the spread of COVID-19 but they're no ""magic ingredient"".",0
938,1000 COVID-19 testing labs in India: ICMR,1
939,Three cases previously included as Lagos state cases have been transferred to Ogun state. The three cases live in satellite towns in Ogun close to Lagos Therefore Lagos State has reported 163 confirmed cases while Ogun State has reported 7 confirmed cases,1
940,NEWS! Government tells people unable to take Covid tests they will be allowed to use their predicted results,0
941,"The Bill and Melinda Gates Foundation headquarters is called the ""Centre for Global Human Population Reduction"".",0
942,Photo shows crowd at anti-coronavirus lockdown rally in Berlin,0
943,UK publics confidence in the COVID vaccine has now edged over 50%.,1
944,In the last two weeks 29 states have broken their record for the most number of new cases in one day. That includes most Southern states and all but three Western states.,1
945,"""If you are in Las Vegas and you get a knock on your door from NV Power, 2020 Census or CVD-19 testers, do not open your door. They are robbing people at gunpoint.""",0
946,"I am the physician that discovered the cure for CORONA when I myself had it: it is Colloidal Silver, another word for liquid silver, a natural antibiotic. Tell every1. I'm an isolated individual having trouble spreading the msg, but happy to greet survivers...",0
948,"During Lock down period such a fantastic natural scenery on sea beach near Chandrabhaga, Puri to Konark marine drive road",0
950,NEWS! BBC replaces Nichola Sturgeons pandemic briefings with Jamie Oliver making curried haggis,0
952,Coronavirus Will Vote Trump,0
953,Similar arrangements are being investigated in Rotorua but in the meantime the confirmed case has been transferred to the Jet Park hotel.  ,1
954,My wife is suffering from coronavirus and she is pregnant. The doctor said she wont survive it.,0
956,There are no recovered cases to report today meaning the number of active cases in New Zealand is 24. There is no one in New Zealand receiving hospital-level care for COVID-19.,1
957,"Prior to the economic downturn caused by COVID-19, the United States economy was at its greatest ever peak.",0
958,There's a little more complexity: some states that report current hospitalizations lump together laboratory-confirmed positive and suspected cases and others (like California seen below) break them out.,1
959,NEW: Joe Biden was wrong when he recently suggested (not for the first time) that he was the first person to call for invoking the Defense Production Act in response to the coronavirus.,0
961,COVID-19 patients with comorbidities are 6x more likely to be hospitalized and 12x more likely to die.,1
962,Seven additional cases have recovered so our total number of active cases is 114. Of those 39 are imported cases in MIQ facilities and 75 are community cases.,1
963,"We also cover the latest on vaccines developed in China, including Sinovac's CoronaVac, Cansino's Ad5-nCoV, the Unnamed Inactive Vaccine from Wuhan and Sinopharm's BBIBP-CorV. Russia's Gam-COVID-Vac (Sputnik V) is also covered.",0
964,If you have been exposed to COVID-19 stay home and self-quarantine away from others for 14 days. Take these steps to,1
965,Pre-existing COVID-19 immunity: Why some people get really sick and some people are unaffected.,1
967,There are 8 people receiving hospital level care and all are part of the Auckland community cluster. 2 people are in Auckland city hospital 1 in North shore hospital and 5 in Middlemore hospital.,1
968,If you've been following this account you know we've been tracking The California Situation. The state is completing barely 2k tests a day but has a 57k test backlog. What's going on?,1
969,Govt has clarified that Pradhan Mantri Suraksha Bima Yojana (PMSBY) doesn't cover COVID-19 related deaths. PIB said Pradhan Mantri Jeevan Jyoti Bima Yojana (PMJJBY) covers COVID-19 deaths with certain conditions.,0
970,We get into the broader dynamics of falling cases and rising deaths in our weekly update from earlier today.,1
972,Over 170 countries are engaged in the new COVID-19 Vaccine Facility and 10 candidate vaccines are under evaluation - 9 of them in clinical trials giving the largest and most diverse COVID-19 vaccine portfolio in the world. ,1
975,"How right-wing extremists, libertarians and evangelicals built Quebec's movement against COVID-19 restrictions | CBC News",0
976,The second case is a man in his thirties who arrived in New Zealand from India on the 15th of June. He has been staying at the Grand Millennium. He has not recorded any symptoms at this point The mans wife who he travelled with has also not reported any symptoms.,1
977,Tanzanian club spokesman Haji S. Manara was infected with COVID-19 during his tour of The Netherlands.,0
978,Facebook and Twitter took action against Trump for statement that children are almost immune from COVID-19. The platforms said he violated policies on misinformation.,0
979,One-third or half of infected people in Japan are foreigners.,0
981,A dog was quarantined in Hong Kong after testing positive for the new coronavirus.,0
983,Chanel's Latest Perfume Post Coronavirus Life--L' Amor Avec Hand Sanitizer,0
984,A study from the CDC and the WHO proves face masks do not prevent the spread of a virus.??,0
986,While western countries have been busy fighting the new coronavirus international terrorism has stopped.,0
987,Democrats to blame for Covid-19 related deaths. They control the drugs against the virus.,0
988,"If you have worked during the COVID-19 pandemic, the Department of Labor has finally authorized up to $4,800 in hazard pay for qualified essential workers.",0
990,John Travolta Tests Negative For Coronavirus,0
991,If we can limit contact between people who are infected and others then we can limit opportunities for the virus that causes COVID-19 to be transmitted This is important to reduce the spread of,1
992,The 7-day avg tests in Texas is now back to late-June levels reinforcing a trend of falling testing numbers in recent weeks. This is especially concerning as schools are preparing to reopen in the state.,1
993,"Herd Immunity Strategy is Unethical and Unlikely to be Successful in the UK, warn scientists, as Long Covid Sufferers call for more recognition",0
994,Protestors encouraged to get tested for,1
995,Google has donated 59 billion (5900 crores) rupees to fight coronavirus to India.,0
996,COVID-19 update There are no new cases of COVID-19 to report in New Zealand today. It has been 98 days since the last case of COVID-19 was acquired locally from an unknown source.,1
997,Indian ayurvedic pharmaceutical Patanjali claimed that the ayurvedic ministry had now approved the sale of the COVID-19 ayurvedic medicine coronil produced by the company,0
998,COVID-19 vaccines should be made available first to those who need them the most in all countries: 1 Frontline workers 1 Older people 1 Sick and vulnerable populations,1
999,The hypochondriacs guide to convincing yourself youve got COVID-19,0
1000,About antibody testing... 1) It is necessary to separate out these tests. 2) Antibody testing remains a small portion of the cumulative tests performed. 2) US viral testing really has scaled up a ton. 4) Antibody tests have grown as a % of daily tests. Colorado e.g.,1
1001,An intriguing study links COVID-related depression to changes in the CNS. It's this week's clinical trend.,1
1002,Dr Anthony Fauci said a COVID-19 vaccine must be delivered to people without 'proper studies' being carried out.,0
1003,No Evidence Hydroxychloroquine Is Helpful In Preventing COVID-19 Study Finds,0
1004,"THERE WAS NEVER A COVID-19!! READ THIS! CORONAVIRUS IS FAKE! IT WAS A HUGE COVER UP TO ALLOW DEPLOYMENT OF 5G NETWORK TOWERS, WHICH ARE THE REAL CAUSE FOR THE VIRUS DEATH, THEY ARE RELEASING EXTREME AMOUNT OF RADIATION TO YOUR BODY THROUGH PHONE SIGNAL! THE 5G WILL ALSO GIVE THE GOVERNMENT ACCESS TO YOUR INFORMATION AND LOCATION THROUGH AN R.F.I.D CHIP IN THE VACCINE SAID TO IMMUNIZE YOU, YOU WILL LOSE ALL RIGHTS TO PRIVACY, BANK AND PERSONAL INFO. PLEASE BE AWARE DONT TAKE THE VACCINE! OUR GOVERNMENTS ARE LYING TO US.",0
1005,Donald Trump fails to distinguish between younger and older students and coronavirus risks. Early studies suggest older teens can catch and spread COVID-19 much like adults.,0
1006,Images of gathering of BJP members in Madhya Pradesh on 23 March 2020 despite the existing lockdown in the State.,0
1007,the treatment for coronavirus is mentioned in an Intermediate Zoology book. The viral forward reads: It is not a new disease as it is already mentioned in the Intermediate zoology book along with its treatment. It happens sometimes that many great scientists and doctors do not focus on lesser-known books as they are mostly busy with famous books.,0
1008,Trump says 200000 US coronavirus deaths is 'a shame',1
1009,"Video of a burqa-clad Muslim woman being denied a food kit distributed to help people during the current crisis in India due to COVID-19, for being a Muslim.",0
1010,A video shows Italians or French people singing Madonna Katy Perry Britney Spears or Aya Nakamura songs on their balcony because of the lockdown measure in France and Italy.,0
1011,Says coronavirus is just the damn flu.??,0
1013,There are seven additional recovered cases meaning this total is now 1481. Only one case remains active. There are no additional deaths to report. There is no one in New Zealand receiving hospital-level care for COVID-19.,1
1015,Video shows Gujarat Police asking money (bribe) from migrants walking on railway tracks amidst nationwide COVID-19 lockdown.,0
1017,Turkish doctor allegedly found coronavirus vaccine.,0
1018,"BREAKING: White House unveils officials on ""Council To Re-Open America""",0
1019,Cocaine kills coronavirus.,0
1020,"Railway cancelled 39 lakh tickets. Example of mine 1 ticketDebit amount : Rs 1013Refund amount : Rs 990Deduction amount : 23 rs3900000 x 23 =89,700,000 rs. Is this not a scam ?",0
1022,"Foreign Secretary Dominic Raab says the ""challenge"" with testing for COVID-19 in airports is 'the very high false positive rate' and adds 'only 7% of tests will be successful in identifying those who have the virus'.",1
1023,Number of people quitting smoking at ten-year high thanks to 'change in attitudes during COVID-19 pandemic',1
1024,Our combined total of confirmed and probable cases remains at 1504. The number of recovered cases is 1482. There are no additional deaths to report. There is no one in New Zealand receiving hospital-level care for COVID-19. Nine significant clusters have now closed.,1
1025,Over 29000 Indians reported new coronavirus infections taking the countrys total confirmed case count to 9.3 lakh. A low cost COVID-19 diagnostic test kit developed by IIT Delhi was launched by Union HRD minister Ramesh Pokhriyal.,0
1026,Japanese doctors claim drinking water every 15 minutes prevents COVID-19.,0
1027,Joe Biden has repeatedly said he was the first person to call for invoking the Defense Production Act in response to the coronavirus. We looked at the timeline. He wasn't.,0
1029,Did you see articles claiming that an early COVID-19 vaccine trial participant in the UK had died? Turns out she is alive and well fact checkers have found. Don't believe the misinfo out there about COVID19.,0
1030,No deaths have been reported in Israel due to COVID-19 because they have found a cure for the disease. A solution of hot water baking soda and lemon is the cure for COVID-19.,0
1034,There are currently 4563  people in managed isolation and quarantine. Our current effective capacity is 7103. This gives us an excess capacity of 2540. Over the next week we are projecting 3343 arrivals and 2047 departures from our facilities.,1
1036,The latest CDC COVIDView report shows the percentage of visits to doctors offices and ERs for illnesses with symptoms likely related to COVID-19 are declining nationally thanks in part a result of widespread efforts to slow the spread of,1
1037,People with COVID-19 have been misdiagnosed as having pneumonia and have been dying of thrombosis,0
1038,Chandigarh kalka Road... Nature is back to its basics Birds are singing on style,0
1039,Virgin Australia Set To Change Their Name After Being Fucked By Coronavirus:,0
1040,The incubation period for children  is the same as in adults . The time between exposure to COVID-19 and when symptoms start is commonly around 5 to 6 days and ranges from 1 to 14 days. ,1
1043,Bill Gates Melinda Gates Anthony Fauci and the WHO are being charged with genocide.,0
1044,Analysis: Are quarantined passengers adequately protected from Cornwall?,0
1045,Israel is at the forefront of the world in the number of tests for COVID-19.,0
1046,"The WHO claimed that ""maybe there was no need for a lockdown"".",0
1047,Dr. Manisha Patil died due to COVID-19 while treating coronavirus patients in Maharashtra India.,0
1048,People who are filming themselves with medical equipment boxes are Spanish politicians.,0
1049,An article stating that 25 police officers tested positive to Covid-19 after assisting positive migrants.,0
1053,"Amish communities have remained ""Covid free"" through the coronavirus pandemic.",0
1055,Faucian Bargain: Faucian Dilemma:,0
1056,Uganda has postponed general elections due to COVID-19.,0
1058,President of Italy crying because of the coronavirus pandemic.,0
1059,Trumps explanation for rising counts of coronavirus cases is that were testing more people. Testing has increased nationally but so has the positivity rate. If Trump was right the positivity rate would be decreasing or at least staying the same.,0
1060,Six new cases of COVID-19 have been reported in Nigeria: 2 in Kwara 2 in Edo 1 in Rivers and 1 in the FCT As at 09:30 pm 6th April there are 238 confirmed cases of COVID-19 reported in Nigeria. Thirty-five have been discharged with five deaths,1
1061,ICMR Study Plots COVID-19 Peak Around Mid-November,0
1066,Our daily update is published. Weve now tracked more than 2.8 million tests up 140k from yesterday. Note that we can only track tests that a state reports. And not all states report all tests.,1
1067,In short: it is impossible to report anything resembling the real statistics for hospitalizations ICU admissions or ventilator usage across the United States. This is a failing in and of itself of our nation's health care system.,1
1070,States reported ~43k new cases today a near record. These numbers are a result of increased testing capturing the rapid spread of the virus across a large swath of the country.,1
1071,Post says two patients at Valley Regional Medical Center in Brownsville Texas are being looked at for possible coronavirus infections.,0
1074,Our combined total of confirmed and probable cases remains at 1504. One additional person has recovered taking recoveries to 1456. This represents 97% of all confirmed and probable cases as having recovered from COVID-19. There are no additional deaths to report.,1
1075,This week CDC received 20 models to forecast possible COVID-19 deaths in the US. As of June 1 the combined forecast suggests the increase in total number of deaths will continue to slow with between 118000 and 143000 deaths by June 27.,1
1077,Notre Dame University Has Traced the Source That Infected 40 Players with The Coronavirus,0
1078,As India rides the wave of very HIGH testing several States/UTs have demonstrated better COVID-19 response with higher Tests Per Million (TPM) and commensurate lower Positivity Rate than the national average.,1
1081,Video shows Rashtriya Swayamsevak Sangh (RSS) members paying respect to doctors in Aurangabad Maharashtra India.,0
1082,President Trump Says He Will Be Filing a Personal Lawsuit Against China for Causing the Coronavirus,0
1083,ICMR is honoured to have carried out testing of 2500+ samples of Hon'ble Members of Parliament and other officials on war footing over the weekend in service of the nation.,1
1084,34 people were granted a compassionate exemption to attend a funeral or grieve with family. These people either returned to the facility or self -isolated at an agreed location. 16 application were granted an exemption to self-isolate with a family member who was close to dying.,1
1086,COVID-19 is a thrombosis caused by bacteria. The cure was found in Italy.,0
1087,Colombia is the last country in the coronavirus test ranking.,0
1088,Weve ramped up testing hugely in this country. Health minister Edward Argar says the prime minister is setting ambitious but achievable targets when it comes to increasing coronavirus testing capacity.,1
1089,Coronavirus: People co-infected with flu and COVID-19 have 'far greater risk of death',1
1090,"The new coronavirus created by China in a laboratory to ""kill 1% of its population"".",0
1091,"Yes, Doctors Confirm, You Can Catch Coronavirus From Farts!",0
1092,Restaurant and bar owners: Have you planned what to do if a staff member gets sick with COVID19? CDC offers tips to protect the health and safety of staff and customers.,1
1093,Local Woman Informs Kids That Mothers Day Is Going Ahead Despite Coronavirus,0
1094,An update on managed isolation protocols:   From 11:59 on April 9th everybody coming across the border to go into 14 days of quarantine or managed isolation. Since then more than 19000 people have been in one of those facilities.,1
