,type,fact_check_url,news_url,title,newstitle,content,abstract,publish_date,meta_keywords
2590,article,cdc.gov,https://www.cdc.gov/coronavirus/2019-ncov/php/contact-tracing/team-leads-role.html,Identify Time Management Practices for Case Investigation and Contact Tracing Leads,"""Coronavirus Disease 2019 (COVID-19)""",even the best training course has little effect without supervisor leadership. live training whether through videoconference or a live course on a learning management system is suggested so that learners can receive real time feedback and ask questions. breakout sessions with smaller groups could be effective if multiple trainers or facilitators are available. content describing non cdc tools on this site is provided for informational purposes only and is not intended to indicate endorsement. ,learn to describe a team leads role in training and development and find training resources .. ,2/11/20,"""contact tracing training, team leads, time management, Contact Tracing, Training"""
2591,article,cdc.gov,https://www.cdc.gov/coronavirus/2019-ncov/php/contact-tracing/team-leads-time.html,Describe the Qualities Skills And Styles of Effective COVID-19 Case Investigation and Contract Tracing Leads,"""Coronavirus Disease 2019 (COVID-19)""",in the midst of an outbreak time management is of particular importance. self paced online training e.g. curated reading list videos or elearning course is suggested. inclusion of a post test is strongly recommended. content describing non cdc tools on this site is provided for informational purposes only and is not intended to indicate endorsement actual or implied of the tools. additionally information on this site is provided as is for users to evaluate and make their own determi. ,this page identifies time management practices for case investigation and contact tracing leads. ,2/11/20,"""contact tracing training, team leads, time management, Contact Tracing, Training"""
2592,article,cdc.gov,https://www.cdc.gov/coronavirus/2019-ncov/php/contact-tracing/team-leads-qualities.html,Topics for Team Leads,"""Coronavirus Disease 2019 (COVID-19)""",live training or on the job learning and feedback whether through videoconference or a live course on a learning management system is suggested so that learners can receive real time feedback and ask questions. breakout sessions with smaller groups could be effective if multiple trainers or facilitators are available. inclusion of a post test is strongly recommended. content describing non cdc tools on this site is provided for informational purposes only and is not intended to indicate endor. ,this page describes the qualities skills and styles of effective covid-19 case investigation and contract tracing leads. ,2/11/20,"""contact tracing training, effective team leads, Contact Tracing, Training"""
2593,article,cdc.gov,https://www.cdc.gov/coronavirus/2019-ncov/php/contact-tracing/team-leads-topics.html,Communities Schools Workplaces and Events,"""Coronavirus Disease 2019 (COVID-19)""",background this document contains a sample training plan including training topics that may be helpful for state and local public health jurisdictions to consider when designing their own training plan for covid-19 case investigation and contract tracing supervisors or leads. each heading represents the learning objective for that section. suggested training modalities formats are provided as well as information about sample existing trainings and resources. this document may be updated as new. ,find a sample training plan including training topics that may be helpful for state and local public health jurisdictions to consider when designing their own training plan for covid-19 case investigation and contract tracing supervisors or leads .. ,2/11/20,"""Contact tracing training, supervisors, team leads, Contact Tracing, Training"""
2594,article,cdc.gov,https://www.cdc.gov/coronavirus/2019-ncov/community/index.html,Colleges  Universities and Higher Learning,"""Communities, Schools, Workplaces, & Events""",cdc community mitigation framework actions that individuals businesses health departments and community settings such as schools can take to slow the spread of covid-19. ,guidance for where you live work learn pray and play including community mitigation frameworks .. ,7/24/20,"""covid-19, coronavirus, community mitigation, community events, colleges, universities, tribal communities, gatherings, faith-based organizations, businesses, workplaces, child care, schools, parks, housing, homeless, retirement, correctional, detention, first responder, law enforcement, transportation, delivery, Key Topics"""
2595,article,cdc.gov,https://www.cdc.gov/coronavirus/2019-ncov/community/colleges-universities/index.html,Considerations for Schools,"""Communities, Schools, Workplaces, & Events""",learn what to do if you are at higher risk for severe illness from covid-19 .. ,ongoing mitigation guidance mitigation guidance and prevention and support for colleges and universities .. ,4/30/20,"""CDC Community Mitigation Framework, Community Mitigation Strategies, covid-19 update, covid-19 guidance, Preparedness Tools, Prevention, Reopening Considerations"""
2596,article,cdc.gov,https://www.cdc.gov/coronavirus/2019-ncov/community/schools-childcare/schools.html,Performing Facility-wide SARS-CoV-2 Testing in Nursing Homes,"""Communities, Schools, Workplaces, & Events""",as some communities in the united states open k-12 schools cdc offers the following considerations for ways in which schools can help protect students teachers administrators and staff and slow the spread of covid-19. schools can determine in collaboration with state and local health officials to the extent possible whether and how to implement these considerations while adjusting to meet the unique needs and circumstances of the local community. implementation should be guided by what is. ,learn how schools can protect health during covid-19 .. ,4/30/20,"""schools, COVID-19, considerations, teachers, students, administrators, slow spread, protect, health, Preparedness Tools, Prevention, Cleaning/ Disinfecting/Sanitizing, Operations, Reopening Considerations"""
2597,article,cdc.gov,https://www.cdc.gov/coronavirus/2019-ncov/hcp/nursing-homes-facility-wide-testing.html,What Workers and Employers Can Do to Manage Workplace Fatigue during COVID-19,"""Coronavirus Disease 2019 (COVID-19)""",cdc has recommendations for when nursing homes should test all residents and healthcare personnel hcp in nursing homes. this document describes considerations for performing facility wide testing among nursing home residents and hcp. facility wide testing involves testing all residents and hcp for detection of sars cov-2 the virus that causes covid-19 and can be used to inform infection prevention and control ipc practices in nursing homes. this document is intended for health departments. ,find cdc 's considerations for performing facility wide covid-19 testing in nursing homes .. ,2/11/20,"""testing for COVID-19 in nursing homes, testing nursing home residents for COVID-19, COVID-19 testing in long term care, Coronavirus [CoV]; test everyone in nursing home for COVID-19​, Testing"""
2598,article,cdc.gov,https://www.cdc.gov/coronavirus/2019-ncov/hcp/managing-workplace-fatigue.html,Additional COVID-19 Guidance for Caregivers of People Living with Dementia in Community Settings,"""Coronavirus Disease 2019 (COVID-19)""",the coronavirus disease covid-19 pandemic has touched all aspects of society including how we work. emergency responders health care workers and others providing essential services to the community have been especially stretched thin working longer hours than usual working more shifts or even over night and leaving less time to sleep and recharge. under regular circumstances adults need 79 hours of sleep per night along with opportunities for rest while awake optimal health and well. ,learn how emergency responders healthcare workers and other essential service workers can best deal with extended work hours during covid-19 .. ,2/11/20,"""manage work fatigue during covid, reduce workplace fatigue during covid, Coronavirus [CoV], working long hours during covid​, COVID-19"""
2599,article,cdc.gov,https://www.cdc.gov/coronavirus/2019-ncov/need-extra-precautions/caregivers-dementia.html,HHS Delivers Funding to Expand Testing Capacity for States Territories Tribes,"""Coronavirus Disease 2019 (COVID-19)""",if you care for someone living with dementia its important that you know what you can do to protect yourself and others during the covid-19 pandemic and what additional steps you can take to protect your loved one know when you need to seek medical attention for your loved one. call a healthcare provider if your loved one has symptoms of covid-19.4 be aware that older adults with covid-19 may not always have typical symptoms5 such as a fever or cough. use cdcs self checker1 guide to. ,people caring for loved ones with dementia can take steps to prevent illness and stay healthy during the covid-19 pandemic .. ,2/11/20,"""dementia, Alzheimer's disease, covid-19, caregivers, caring for loved ones, older adults, coronavirus, Symptoms"""
2600,article,cdc.gov,https://www.cdc.gov/media/releases/2020/p0518-hhs-funding-expand-testing-states.html,Looking for Clues,"""Coronavirus Disease 2019""",the department of health and human services hhs is delivering 11 billion in new funding to support testing for covid-19. the centers for disease control and prevention cdc will provide 10.25 billion to states territories and local jurisdictions through cdcs existing epidemiology and laboratory capacity for prevention and control of emerging infectious diseases elc cooperative agreement. the indian health service ihs will provide 750 million to ihs tribal and urban indian health p. ,cdc public health news press releases government public health news medical and disease news story ideas photos .. ,,"""CDC,  saving lives,  protecting people,  health threats,  saving money,  secure nation,  US federal agency,  healthy choice,  science,  prevention, CDC Newsroom"""
2601,article,cdc.gov,https://www.cdc.gov/coronavirus/2019-ncov/communication/responder-stories/looking-for-clues.html,CDC Seroprevalence Survey Types,"""Coronavirus Disease 2019 (COVID-19)""",in long days at his dining room table dr. john brooks is looking for clues to bring covid-19 to an end. john a cdc medical epidemiologist is the chief medical officer for the agencys covid-19 response. he and his team of more than a dozenall working remotely during the outbreakpore over scores of newly published reports on the disease compiling the highlights to share with researchers throughout the agency and figuring out how to apply those findings. the science is moving so quickly. ,working long days from his socially distanced dining room table dr. john brooks is looking for clues to bring covid-19 to an end. ,2/11/20,"""COVID-19, response, responder stories, CDC in Action, What CDC is Doing, Operations, CDC Actions, Travel"""
2602,article,cdc.gov,https://www.cdc.gov/coronavirus/2019-ncov/covid-data/seroprevalence-types.html,Checklist for Homeless Service Providers During Community Re-opening,"""Communities, Schools, Workplaces, & Events""",the largest surveys that cdc is conducting are called large scale geographic seroprevalence surveys. these surveys are being conducted in locations across the united states and are first focusing on areas highly impacted by covid-19 such as washington state and new york state including new york city. large scale surveys may perform serology testing on additional blood samples that were originally used for other purposes e.g. routine cholesterol test. no names are linked to the blood sampl. ,learn about covid-19 seroprevalence survey types from cdc .. ,5/17/20,"""covid-19, coronavirus, seroprevalence, survey, surveys, infection survey, Data & Surveillance, Laboratory, Testing"""
2603,article,cdc.gov,https://www.cdc.gov/coronavirus/2019-ncov/php/homeless-service-providers.html,Mass Transit Decision Tool,"""Coronavirus Disease 2019 (COVID-19)""",across the united states some states and local areas are preparing to reopen businesses and community centers after closing. even if covid-19 cases have decreased in your area quick spread of this disease in homeless shelters or encampments is possible. protection of clients and staff remains necessary. during this time continue to refer to the guidance for homeless service providers and unsheltered homelessness. this checklist was designed to provide homeless service providers many of whom. ,homeless service providers are community based prevention programs that can provide a range of services. this page provides homeless service providers many of whom have remained open during the covid-19 pandemic with a reminder of important considerations for service delivery as the surrounding community reopens. ,2/11/20,"""Homeless Service Providers, homeless, COVID, Coronavirus, reopening, guidance, prevention, services, Coronavirus [CoV]"""
2604,article,cdc.gov,https://www.cdc.gov/coronavirus/2019-ncov/community/mass-transit-decision-tool.html,What Long-haul Truck Drivers Need to Know about COVID-19,"""Communities, Schools, Workplaces, & Events""",the purpose of this tool is to assist mass transit administrators in making re)opening decisions during the covid-19 pandemic. it is important to check with state and local health officials and other partners to determine the most appropriate actions while adjusting to meet the unique needs and circumstances of the local community. mass transit is critical for many americans to commute to from work and to access essential goods and services. mass transit may need to remain open and certain rou. ,the purpose of this tool is to assist mass transit administrators in making re)opening decisions during the covid-19 pandemic. it is important to check with state and local health officials and other partners to determine the most appropriate actions while adjusting to meet the unique needs and circumstances of the local community. ,4/30/20,"""Mass Transit Decision Tool, Mass Transit, Decision Tool, (re)opening decisions, COVID-19, COVID-19 Pandemic, Cleaning/ Disinfecting/Sanitizing, Reopening Considerations"""
2605,article,cdc.gov,https://www.cdc.gov/coronavirus/2019-ncov/community/organizations/long-haul-trucking.html,Interim Guidance for Syringe Services Programs,"""Communities, Schools, Workplaces, & Events""",coronavirus disease 2019 covid-19 is a respiratory illness caused by a virus called sars cov-2. symptoms often include cough shortness of breath fever chills muscle pain sore throat or new loss of taste or smell. our understanding of how the virus spreads is evolving as we learn more about it so check the cdc website for the latest information. the virus is thought to spread mainly from person to person between people who are in close contact with one another within about 6 feet. ,guidance for long haul truckers on ways to protect against covid-19 disease infection and spread .. ,4/30/20,"""Trucking, long-haul trucking, COVID-19, truckers, disease, SARS-CoV-2, drivers, safety and health, Prevention"""
2606,article,cdc.gov,https://www.cdc.gov/coronavirus/2019-ncov/php/syringe-service-programs.html,Interim Guidance for Public Health Professionals Managing People With COVID-19 in Home Care and Isolation Who Have Pets or Other Animals,"""Coronavirus Disease 2019 (COVID-19)""",syringe services programs ssps are community based prevention programs that can provide a range of services including access to and disposal of sterile syringes and injection equipment vaccination testing for infectious diseases such as viral hepatitis and hiv naloxone distribution and linkage to infectious disease care and substance use treatment. ssps prevent infectious diseases help link clients to treatment for substance use disorders and have the potential to prevent overdose death. ,syringe services programs ssps are community based prevention programs that can provide a range of services. this page provides guidance to syringe service programs for covid-19. ,2/11/20,"""SSP, syringe, syringe services, vaccination, prevention, protection, screening, infectious, outbreak, coronavirus, COVID, Infection Control, Training"""
2607,article,cdc.gov,https://www.cdc.gov/coronavirus/2019-ncov/animals/interim-guidance-managing-people-in-home-care-and-isolation-who-have-pets.html,Identify Strategies to Reduce Spread of COVID-19,"""Coronavirus Disease 2019 (COVID-19)""",who this guidance is for public health professionals including state public health veterinarians managing people with covid-19 in home care and isolation who have pets or other animals this interim guidance is for public health professionals managing the home care and isolation of people with covid-19 who have pets or other animals including service or working animals in the same home. the intent of this guidance is to facilitate preparedness and establish practices that can help people and. ,guidance for public health professionals managing the home care and isolation of people with coronavirus disease 2019 covid-19 who have pets or other animals including service or working animals in the same home .. ,2/11/20,"""Home, Isolation, Pets, Disease Information, Prevention"""
2608,article,cdc.gov,https://www.cdc.gov/coronavirus/2019-ncov/php/contact-tracing/strategies-to-reduce-spread.html,CDC Response Corps to Support State Tribal Local and Territorial Health Departments,"""Coronavirus Disease 2019 (COVID-19)""",for this section self paced online training e.g. curated reading list videos or elearning course is suggested. inclusion of a post test is strongly recommended. content describing non cdc tools on this site is provided for informational purposes only and is not intended to indicate endorsement actual or implied of the tools. additionally information on this site is provided as is for users to evaluate and make their own determination as to their effectiveness. general course ma. ,this web page contains a sample training plan including training topics that may be helpful for state and local public health jurisdictions to consider when designing their own training plan for covid-19 contact tracers .. ,2/11/20,"""Contact Tracing Training, Case Investigation, COVID-19, Epidemiology, Contact Tracing"""
2609,article,cdc.gov,https://www.cdc.gov/coronavirus/2019-ncov/php/open-america/response-corps.html,Factors to Consider When Planning to Purchase Respirators from Another Country,"""Communities, Schools, Workplaces, & Events""",cdc is using a multi pronged approach to help enhance and complement the efforts of state tribal local and territorial stlt staff through innovative hiring mechanisms designed to address the surge staffing needs of health departments. this cdc initiative will help provide access to a variety of mechanisms to complement local efforts to increase capacity. providing flexibilities to applicants and recipients of federal financial assistance affected by covid-19 to redirect funds for temporar. ,covid response corps is a new nationwide community focused initiative to provide surge staffing and resources to support state tribal local and territorial health departments on the frontlines of the fight against covid-19 .. ,4/30/20,"""Response Corps, Support State, Tribal, Local, and Territorial Health Departments, staffing, Staffing, CDC Actions, Reopening Considerations"""
2610,article,cdc.gov,https://www.cdc.gov/coronavirus/2019-ncov/hcp/ppe-strategy/international-respirator-purchase.html,Restaurants and Bars Decision Tool,"""Coronavirus Disease 2019 (COVID-19)""",when a respirator has been approved by the national institute for occupational safety and health niosh the user can be confident that the device will provide the expected level of protection as long as it fits properly and is worn correctly. but when there is a shortage of niosh approved filtering facepiece respirators ffrs as we are experiencing during the coronavirus disease 2019 covid-19 pandemic other reliable options must be found. when possible niosh recommends the use of niosh-. ,learn about cdc 's considerations for purchasing n95 respirators from other countries including k95 respirators from china .. ,2/11/20,"""Filtering facepiece respirators, n95 FFRs, KN95 respirators, purchase of respirators from China, purchase of international respirators, Emergency Use Authorization, Coronavirus [CoV], can i use a respirator from another country, how do i know if an N95 is NIOSH approved, how do i know if a respirator will protect me, Operations, Personal Protective Equipment (PPE), Clinical Care"""
2611,article,cdc.gov,https://www.cdc.gov/coronavirus/2019-ncov/community/organizations/restaurants-and-bars-decision-tool.html,Apply COVID-19 Contact Tracing Protocol to Realistic Scenarios,"""Communities, Schools, Workplaces, & Events""",the purpose of this tool is to assist businesses in the food service industry such as restaurants and bars in making re)opening decisions during the covid-19 pandemic. it is important to check with state and local health officials and other partners to determine the most appropriate actions while adjusting to meet the unique needs and circumstances of the local community. ,the purpose of this tool is to assist businesses in the food service industry such as restaurants and bars in making re)opening decisions during the covid-19 pandemic. it is important to check with state and local health officials and other partners to determine the most appropriate actions while adjusting to meet the unique needs and circumstances of the local community. ,4/30/20,"""Restaurants and Bars Decision Tool, Restaurants and Bars, Decision Tool, (re)opening decisions, COVID-19, COVID-19 Pandemic, Cleaning/ Disinfecting/Sanitizing, Infection Control, Operations, Reopening Considerations"""
2612,article,cdc.gov,https://www.cdc.gov/coronavirus/2019-ncov/php/contact-tracing/apply-to-realistic-scenarios.html,Define COVID-19 Contact Tracing Protocol,"""Coronavirus Disease 2019 (COVID-19)""",this page may be updated as new resources become available. live training whether through videoconference or a live course on a learning management system is suggested so that learners can receive real time feedback and ask questions. breakout sessions with smaller groups could be effective if multiple trainers or facilitators are available. apply contact tracing protocol to the following scenarios recent contact with someone diagnosed with covid-19 but no signs symptoms recent contact. ,learn to apply covid-19 contact tracing protocol to realistic scenarios .. ,2/11/20,"""COVID-19, coronavirus, contact tracing scenarios, contact tracing training plan, contact tracing interviews, contact tracing roles, contact tracing protocol, contact tracing feedback​, Contact Tracing, Training"""
2613,article,cdc.gov,https://www.cdc.gov/coronavirus/2019-ncov/php/contact-tracing/define-contact-tracing-protocol.html,Describe COVID-19 Case Investigation Protocol,"""Coronavirus Disease 2019 (COVID-19)""",live training whether through videoconference or a live course on a learning management system or an elearning course with knowledge checks is suggested so that learners can receive immediate feedback. inclusion of a post test as well as an electronic guide describing jurisdiction specific protocols is strongly recommended. content describing non cdc tools on this site is provided for informational purposes only and is not intended to indicate endorsement actual or implied of the tools. ,learn to define contact tracing protocols as part of contact tracing training .. ,2/11/20,"""COVID-19, coronavirus, contact tracing protocols, contact tracing training plan, contact tracing interviews, contact tracing roles, contact tracing actions, Contact Tracing, Training"""
2614,article,cdc.gov,https://www.cdc.gov/coronavirus/2019-ncov/php/contact-tracing/describe-case-investigation-protocol.html,Coronavirus Disease 2019 (COVID-19)-Associated Hospitalization Surveillance Network (COVID-NET),"""Coronavirus Disease 2019 (COVID-19)""",live training whether through videoconference or a live course on a learning management system or an elearning course with knowledge checks is suggested so that learners can receive immediate feedback. inclusion of a post test as well as an electronic guide describing jurisdiction specific protocols is strongly recommended. content describing non cdc tools on this site is provided for informational purposes only and is not intended to indicate endorsement actual or implied of the tools. ,covid-19 case investigation protocol training. ,2/11/20,"""COVID-19, Coronavirus, contact tracing, case investigation, protocol, Coronavirus [CoV]"""
2615,article,cdc.gov,https://www.cdc.gov/coronavirus/2019-ncov/covid-data/covid-net/purpose-methods.html,Stress and Coping,"""Coronavirus Disease 2019 (COVID-19)""",coronavirus disease 2019 covid-19)-associated hospitalization surveillance network covid net is a population based surveillance system that collects data on laboratory confirmed covid-19-associated hospitalizations among children and adults through a network of over 250 acute care hospitals in 14 states. covid net is cdcs source for important data on hospitalization rates associated with covid-19. hospitalization rates are updated weekly. covid net also provides important clinical informati. ,learn about hospital surveillance rates and how that information helps find who is most at risk for severe illness and death including important demographic information. ,2/11/20,"""Covid-19, Coronavirus, hospitalizations, risk of serious infections, race, ethnicity, Data & Surveillance"""
2616,article,cdc.gov,https://www.cdc.gov/coronavirus/2019-ncov/daily-life-coping/stress-coping/index.html,Analyze Case Investigation Encounters for Continuous Quality,"""Coronavirus Disease 2019 (COVID-19)""",coping with stress during a covid-19 outbreak will make you your loved ones and your community stronger. learn more. ,the covid-19 outbreak may be stressful for people and may cause strong emotions in adults and children. find ways you and your family can reduce stress. ,2/11/20,"""coping with stress and COVID-19, children and COVID-19, caring for children during a COVID-19 outbreak, children and coronavirus disease 2019, supporting children during a COVID-19 outbreak, help children cope with the stress of a COVID-19 outbreak, mental health and COVID-19, social support and COVID-19, emotional support and COVID-19, Daily Life"""
2617,article,cdc.gov,https://www.cdc.gov/coronavirus/2019-ncov/php/contact-tracing/analyze-case-investigation-encounters.html,Apply COVID-19 Online Knowledge and Case Investigating Protocol to Realistic Scenarios,"""Coronavirus Disease 2019 (COVID-19)""",virtual coaching and mentoring learning collaborative are suggested to provide opportunities for continuous quality improvement of case investigation encounters. content describing non cdc tools on this site is provided for informational purposes only and is not intended to indicate endorsement actual or implied of the tools. additionally information on this site is provided as is for users to evaluate and make their own determination as to their effectiveness. this page may be updated. ,if you are caring for someone at home monitor for emergency signs prevent the spread of germs treat symptoms and carefully consider when to end home isolation .. ,2/11/20,"""COVID-19, Coronavirus, caring for someone, at home care, Contact Tracing, Training"""
2618,article,cdc.gov,https://www.cdc.gov/coronavirus/2019-ncov/php/contact-tracing/online-knowledge-case-investigating-protocol.html,If You Are Immunocompromised Protect Yourself From COVID-19,"""Coronavirus Disease 2019 (COVID-19)""",live skills based training whether through videoconference or a live course on a learning management system is recommended so that learners can receive real time feedback and ask questions. the use of scenarios to guide roles plays for patient interactions is recommended. breakout sessions with smaller groups effective if multiple trainers facilitators are available. content describing non cdc tools on this site is provided for informational purposes only and is not intended to indicate endor. ,learn to apply covid-19 case investigating protocol to realistic scenarios .. ,2/11/20,"""COVID-19, coronavirus, case investigation scenarios, case investigation training plan, case investigation interviews, case investigation roles, case investigation protocol, case investigation feedback, case investigation topics, case investigation resources, Contact Tracing, Training"""
2619,article,cdc.gov,https://www.cdc.gov/coronavirus/2019-ncov/need-extra-precautions/immunocompromised.html,Symptoms of Coronavirus,"""Coronavirus Disease 2019 (COVID-19)""",many conditions and treatments can weaken a persons immune system making them immunocompromised. some of these include use of oral or intravenous corticosteroids or other medicines called immunosuppressants that lower the bodys ability to fight some infections e.g. mycophenolate sirolimus cyclosporine tacrolimus etanercept rituximab people with weakened immune systems are at higher risk of getting severely sick from sars cov-2 the virus that causes covid-19. they may also rema. ,people with weakened immune systems are at higher risk of getting severely sick from sars cov-2 the virus that causes covid-19. if you are immunocompromised the best way to prevent covid-19 is to avoid being exposed to this virus. learn about the steps you can take to protect your health. ,2/11/20,"""immune system, immune deficiencies, immunocompromised, cancer, bone marrow, organ transplant, stem cells, HIV, risk, severe, sick, illness, covid, coronavirus, Prevention, Treatment general"""
2620,article,cdc.gov,https://www.cdc.gov/coronavirus/2019-ncov/symptoms-testing/symptoms.html,CDC Laboratory Work for Coronavirus (COVID-19),"""Coronavirus Disease 2019 (COVID-19) – Symptoms""",what is the difference between influenza flu and covid-19. influenza flu and covid-19 are both contagious respiratory illnesses but they are caused by different viruses. covid-19 is caused by infection with a new coronavirus called sars cov-2 and flu is caused by infection with influenza viruses. because some of the symptoms of flu and covid-19 are similar it may be hard to tell the difference between them based on symptoms alone and testing may be needed to help confirm a diagnosis. f. ,patients with confirmed sars cov-2 infection have reportedly had mild to severe respiratory illness with symptoms of fever cough and shortness of breath .. ,5/13/20,"""coronavirus symptoms, SARS-CoV-2 China symptoms, COVID-19 symptoms, coronavirus infection symptoms, Disease Information, Symptoms"""
2621,article,cdc.gov,https://www.cdc.gov/coronavirus/2019-ncov/lab/cdc-lab-work.html,Interim Guidance on Unsheltered Homelessness and Coronavirus Disease 2019 (COVID-19) for Homeless Service Providers and Local Officials,"""Information for Laboratories about Coronavirus (COVID-19)""",cdc has developed a new laboratory test to assist with efforts to determine how much of the u.s. population has been exposed to sars cov-2 the virus that causes covid-19. the serology test looks for the presence of antibodies which are specific proteins made in response to infections. antibody test results are important in detecting infections with few or no symptoms. cdcs serologic test is designed and validated for broad based surveillance and research that will give us information need. ,cdc laboratories work in response to the novel coronavirus pandemic .. ,2/11/20,"""Coronavirus [CoV], laboratory work, laboratorians, 2019 novel coronavirus, diagnostic test, viral test, serology, antibody test, Testing, Laboratory"""
2622,article,cdc.gov,https://www.cdc.gov/coronavirus/2019-ncov/community/homeless-shelters/unsheltered-homelessness.html,Manufacturing Workers and Employers,"""Communities, Schools, Workplaces, & Events""",people experiencing unsheltered homelessness those sleeping outside or in places not meant for human habitation may be at risk for infection when there is community spread of covid-19. this interim guidance is intended to support response to covid-19 by local and state health departments homelessness service systems housing authorities emergency planners healthcare facilities and homeless outreach services. homeless shelters and other facilities should also refer to the interim guidance f. ,people experiencing homelessness and those who can them can take steps to prevent getting sick and stay healthy during the covid-19 pandemic .. ,4/30/20,"""homeless, vulnerable population, guidance, unsheltered homeless, homelessness, COVID-19, coronavirus, Prevention, Transmission, Operations, Preparedness Tools"""
2623,article,cdc.gov,https://www.cdc.gov/coronavirus/2019-ncov/community/guidance-manufacturing-workers-employers.html,Preparedness Tools for Healthcare Professionals and Facilities Responding to Coronavirus (COVID-19),"""Communities, Schools, Workplaces, & Events""",configure communal work environments so that workers are spaced at least 6 feet apart if possible. current information about the asymptomatic spread of sars cov-2 supports the need for social distancing and other protective measures within a manufacturing work environment. changes in production practices may be necessary in order to maintain appropriate distances among workers. modify the alignment of workstations including along production or assembly lines if feasible so that workers are. ,learn what manufacturing workers and employers need to know during covid-19 .. ,4/30/20,"""manufacturing workers and covid, manufacturing worker safety during covid, Coronavirus [CoV]​, Prevention, Operations, Personal Protective Equipment (PPE)"""
2624,article,cdc.gov,https://www.cdc.gov/coronavirus/2019-ncov/hcp/preparedness-checklists.html,A different kind of outbreak,"""Coronavirus Disease 2019 (COVID-19)""",covid-19surge is a spreadsheet based tool that hospital administrators and public health officials can use to estimate the surge in demand for hospital based services during the covid-19 pandemic .. ,find links to tools on how to prepare for and respond to covid-19 .. ,2/11/20,"""how health facilities can prepare for COVID-19, how health facilities can respond to COVID-19, Coronavirus [CoV], Operations, Clinical Care, Mitigation, Preparedness Tools"""
2625,article,cdc.gov,https://www.cdc.gov/coronavirus/2019-ncov/communication/responder-stories/a-different-outbreak.html,Considerations for Memory Care Units in Long-term Care Facilities,"""Coronavirus Disease 2019 (COVID-19)""",sometimes fighting a pandemic means driving long stretches from hospital to hospital across the desert. other times it can mean handing out a toy to soothe a nervous child. dr. vikram krishnasamy has done both in the months since covid-19 hit the united states. krishnasamy a cdc medical officer has been in the field twicefirst to help repatriate americans returning from hubei province china where the pandemic began and again to support the tribal government of the navajo nation which. ,cdc medical officer dr. vikram krishnasamy is a veteran of several responses but he says covid-19 is a different type of outbreak. ,2/11/20,"""COVID-19, CDC response, responder stories, CDC in Action, what CDC is doing, Operations, CDC Actions, Data & Surveillance"""
2626,article,cdc.gov,https://www.cdc.gov/coronavirus/2019-ncov/hcp/memory-care.html,Youth Experiencing Homelessness,"""Coronavirus Disease 2019 (COVID-19)""",at least half of older adults living in long term care facilities suffer from cognitive impairment with alzheimers disease or other dementias. memory care services designed to meet the unique needs of residents with dementia are often provided in dedicated care units or wings of a facility. some memory care units may be secured or provide restricted access e.g. using a code to control entry and exits and have dedicated specially trained staff or teams working with residents. the first s. ,infection prevention and care considerations for nursing homes and assisted living facilities providing memory care .. ,2/11/20,"""Memory care units, long-term care facilities, COVID-19, coronavirus, infection prevention, nursing homes, Clinical Care, Operations, Infection Control, Prevention"""
2627,article,cdc.gov,https://www.cdc.gov/coronavirus/2019-ncov/community/homeless-shelters/homeless-youth.html,FAQs for Wildland Firefighters,"""Communities, Schools, Workplaces, & Events""",how to protect yourself and others from covid-19 covid-19 is the short name for coronavirus disease 2019. it is caused by a new virus that is mainly spread from person to person. doctors and scientists are still learning about it. recently this virus has made many people sick. heres what you need to know to help protect yourself and people you care about from covid-19. stay in touch with your case workers group home staff or shelter staff. they can help you to know what s happening with. ,provide guidance to homeless youth so they can protect themselves and others from covid-19 .. ,4/30/20,"""CDC, COVID-19, Coronavirus, Homelessness, Tips, Protect, Sick, Testing, Prevention, Transmission, Preparedness Tools"""
2628,article,cdc.gov,https://www.cdc.gov/coronavirus/2019-ncov/community/wildland-firefighters-faq.html,What Maritime Pilots Need to Know about COVID-19,"""Communities, Schools, Workplaces, & Events""",when personnel arrive to their duty stations it is recommended that management provide separate spaces for the personnel to socially distance themselves from others on their crew for 14 days if possible. during this period personnel should take special precautions to limit any close interactions with other people maintaining at least 6-feet distance and avoid sharing kitchens living spaces bedrooms bathrooms or household items. if shared living spaces and common areas must be utilized. ,questions and answers to assist wildland firefighters on protection from covid-19 .. ,4/30/20,"""COVID-19, wildland firefighters, wildland, firefighters, firefighter unit, firefighter crew, SARS CoV-2, Preparedness Tools, Prevention, Personal Protective Equipment (PPE)"""
2629,article,cdc.gov,https://www.cdc.gov/coronavirus/2019-ncov/community/maritime-pilots.html,Worker Safety and Support,"""Communities, Schools, Workplaces, & Events""",coronavirus disease 2019 covid-19 is a respiratory illness caused by a virus called sars cov-2. symptoms often include cough shortness of breath fever chills muscle pain sore throat or new loss of taste or smell. our understanding of how the virus spreads is evolving as we learn more about it so check the cdc website for the latest information. the virus is thought to spread mainly from person to person between people who are in close contact with one another within about 6 feet. ,guidance related to covid-19 for maritime pilots on protecting against infection and slowing the spread of the disease .. ,4/30/20,"""Maritime pilots, maritime, pilots, COVID-19, SARS-CoV-2, vessel crewmember, Preparedness Tools, Prevention, Operations"""
