,claim,claim_veracity
1025,Publications about COVID-19 for Laboratories,1
1026,Talking with children about Coronavirus Disease 2019,1
1027,Evaluation and Management Considerations for Neonates At Risk for COVID-19,1
1028,Caring for Children,1
1029,For Parents: Multisystem Inflammatory Syndrome in Children (MIS-C) associated with COVID-19,1
1030,Help Children Learn at Home,1
1031,Previous U.S. COVID-19 Case Data,1
1032,What Construction Workers Need to Know about COVID-19,1
1033,Monitor Performance of Case Investigation and Contact Tracers,1
1034,Describe a Team Leads Role in Training and Development,1
1035,Identify Time Management Practices for Case Investigation and Contact Tracing Leads,1
1036,Describe the Qualities Skills And Styles of Effective COVID-19 Case Investigation and Contract Tracing Leads,1
1037,Topics for Team Leads,1
1038,Communities Schools Workplaces and Events,1
1039,Colleges  Universities and Higher Learning,1
1040,Considerations for Schools,1
1041,Performing Facility-wide SARS-CoV-2 Testing in Nursing Homes,1
1042,What Workers and Employers Can Do to Manage Workplace Fatigue during COVID-19,1
1043,Additional COVID-19 Guidance for Caregivers of People Living with Dementia in Community Settings,1
1044,HHS Delivers Funding to Expand Testing Capacity for States Territories Tribes,1
1045,Looking for Clues,1
1046,CDC Seroprevalence Survey Types,1
1047,Checklist for Homeless Service Providers During Community Re-opening,1
1048,Mass Transit Decision Tool,1
1049,What Long-haul Truck Drivers Need to Know about COVID-19,1
1050,Interim Guidance for Syringe Services Programs,1
1051,Interim Guidance for Public Health Professionals Managing People With COVID-19 in Home Care and Isolation Who Have Pets or Other Animals,1
1052,Identify Strategies to Reduce Spread of COVID-19,1
1053,CDC Response Corps to Support State Tribal Local and Territorial Health Departments,1
1054,Factors to Consider When Planning to Purchase Respirators from Another Country,1
1055,Restaurants and Bars Decision Tool,1
1056,Apply COVID-19 Contact Tracing Protocol to Realistic Scenarios,1
1057,Define COVID-19 Contact Tracing Protocol,1
1058,Describe COVID-19 Case Investigation Protocol,1
1059,Coronavirus Disease 2019 (COVID-19)-Associated Hospitalization Surveillance Network (COVID-NET),1
1060,Stress and Coping,1
1061,Analyze Case Investigation Encounters for Continuous Quality,1
1062,Apply COVID-19 Online Knowledge and Case Investigating Protocol to Realistic Scenarios,1
1063,If You Are Immunocompromised Protect Yourself From COVID-19,1
1064,Symptoms of Coronavirus,1
1065,CDC Laboratory Work for Coronavirus (COVID-19),1
1066,Interim Guidance on Unsheltered Homelessness and Coronavirus Disease 2019 (COVID-19) for Homeless Service Providers and Local Officials,1
1067,Manufacturing Workers and Employers,1
1068,Preparedness Tools for Healthcare Professionals and Facilities Responding to Coronavirus (COVID-19),1
1069,A different kind of outbreak,1
1070,Considerations for Memory Care Units in Long-term Care Facilities,1
1071,Youth Experiencing Homelessness,1
1072,FAQs for Wildland Firefighters,1
1073,What Maritime Pilots Need to Know about COVID-19,1
1074,Worker Safety and Support,1
1075,When to wear gloves,1
1076,Caring for Someone Sick at Home,1
1077,Contact Tracing Training Plan,1
1078,Infection Prevention and Control Assessment Tool for Nursing Homes Preparing for COVID-19,1
1079,List Requirements for Protecting Health Information,1
1080,Checklist for Older Adults,1
1081,What To Do if You Are Sick,1
1082,Guidance for Cleaning and Disinfecting,1
1083,Reopening Guidance for Cleaning and Disinfecting Public Spaces Workplaces Businesses Schools and Homes,1
1084,Shared and Congregate Housing,1
1085,Prevent Getting Sick,1
1086,Interim Guidance on Management of Coronavirus Disease 2019 (COVID-19) in Correctional and Detention Facilities,1
1087,What Waste Collectors and Recyclers Need to Know about COVID-19,1
1088,Guidance for Reopening Buildings After Prolonged Shutdown or Reduced Operation,1
1089,Guidance Documents,1
1090,Interim Guidance for Businesses and Employers Responding to Coronavirus Disease 2019 (COVID-19) May 2020,1
1091,COVID-19 Critical Infrastructure Sector Response Planning,1
1092,Arriving Passengers Health Card,1
1093,Operational Considerations for Personal Protective Equipment in the Context of Global Supply Shortages for Coronavirus Disease 2019 (COVID-19) Pandemic: non-US Healthcare Settings,1
1094,Healthcare Personnel and First Responders: How to Cope with Stress and Build Resilience During the COVID-19 Pandemic,1
1095,Employees: How to Cope with Job Stress and Build Resilience During the COVID-19 Pandemic,1
1096,SARS-CoV-2 Viral Culturing at CDC,1
1097,Information for Health Departments on Reporting Cases of COVID-19,1
1098,Care for Breastfeeding Women,1
1099,What to Know About Liver Disease and COVID-19,1
1100,Criteria for Return to Work for Healthcare Personnel with Confirmed or Suspected COVID-19 (Interim Guidance),1
1101,Symptom-Based Strategy to Discontinue Isolation for Persons with COVID-19,1
1102,Riding the first wave of CDCs COVID-19 response at ports of entrySATURDAY,1
1103,Says gloves shouldnt be worn in public because if you are wearing the same set of gloves all over town you are only spreading germs everywhere you go.,1
1104,Two-thirds of Americans disapprove of Donald Trump not wearing a face mask in public.,1
1105,Research illustrates a clear correlation between vitamin D deficiencies and (higher) COVID-19 mortality rates.,1
1106,"Infection rates in Allegany, Cattaraugus and Chautauqua counties have consistently been among the lowest in the state.",1
1107,In COVID-19 crisis only 20% of African Americans had jobs where they could work from home.,1
1108,Significantly more people died of Covid-19 in two months than died of overdoses all of last year or the year before.,1
1109,"Says President Trump said coronavirus testing makes the U.S. look bad, ""so I said to my people, Slow the testing down.""",1
1110,"""North Carolina is one of four states"" that hasn't opened gyms.",1
1111,"Says Wisconsin measures have ""prevented the death of at least 300 Wisconsinites and perhaps as many as 1400 lives.""",1
1112,Congressional candidate Chris Jacobs voted against paid leave for COVID-19.,1
1113,Immigrants make up a majority of essential workers in places like New York City.,1
1114,New York City could pay to house its homeless population in hotel rooms currently sitting vacant but Mayor Bill de Blasio has absolutely to this point refused to do that.,1
1115,Says Wisconsin has not had a spike in coronavirus cases that was statistically significant related to the fact that they had voting.,1
1116,Beachgoers trash Florida beaches with 13000 pounds of litter after beaches reopen.,1
1117,Pelosis new coronavirus bill allows illegals to receive billions in relief funds in past current and future payments.,1
1118,Gov. Wolf is not allowing companies that distribute U.S. flags to ship out orders to be placed at veterans graves for Memorial Day.,1
1119,VA Democrats authorized for early release over 4000 inmates 60% of which are incarcerated for violent offenses.,1
1120,Almost 75 percent of the deaths from COVID-19 in the state of Texas are a result of people contracting COVID-19 who are age 65 and older.,1
1121,A long list shows new CDC guidelines for reopening schools.,1
1122,Says researchers found a fabric that kills coronaviruses,1
1123,With retail people are moving around and you dont have as much a chance to spread the virus (as you do) when people are sitting or standing indoors for long periods of time.,1
1124,Says President Donald Trump took more than a month to allocate Congress emergency funding to tribes  and only did so after tribes sued.,1
1125,As of June 23 the COVID-19 death rate is way down.,1
1126,Hays County in Central Texas has seen an incredible 845% increase in (COVID-19) cases since June 7.,1
1127,What We Can Learn from the Resurgence of COVID-19 in Spain,1
1128,Why Approving a COVID-19 Vaccine Too Early Could Cause More Harm Than Good,1
1129,"Not Sure You Have COVID-19? Here Are the Symptoms for Coronavirus, Flu, and Allergies",1
1130,Flu Study Highlights Difficulty of Achieving COVID-19 'Herd Immunity',1
1131,Resign or Return? The Dilemma Facing Classroom Teachers in Our COVID-19 Era,1
1132,FDA Approves $5 COVID-19 Test That Gives Results in 15 Minutes,1
1133,Staying 6 Feet Apart Often Isnt Enough During COVID-19 Pandemic,1
1134,"Despite New Safety Guidelines, Experts Say Movie Theaters Are High-Risk",1
1135,"Yes, You Can Get COVID-19 Again: What to Know",1
1136,"Blood Thinners, Blood Pressure Meds May Improve COVID-19 Survival Rate",1
1137,Fast Isnt Always Better: What to Know About Rise of Rapid Coronavirus Testing,1
1138,"CDC Changes COVID-19 Testing Guidelines, Worrying Experts",1
1139,What to Do When You Clash with Your Kids Grandparents About COVID-19,1
1140,How to Safely Sanitize Every Type of Face Mask,1
1141,Suicidal Ideation Is Increasing During COVID-19: How Best to Cope,1
1142,Secondary Victims: Families of People Who Died from COVID-19 Talk About Their Anguish,1
1143,COVID-19 Survivors Are Losing Their Hair  Heres Why,1
1144,Why Shrinking Your Social Bubble May Be Necessary Right Now,1
1145,What You Need to Know If You Plan to Fly on an Airplane During COVID-19,1
1146,Peaches Suspected in Salmonella Outbreak in 9 States: What to Know,1
1147,Is It Too Early to Get the Flu Vaccine?,1
1148,Heres Why Seasonal Flu Vaccines Only Last a Few Months,1
1149,Woman Who Spoke at DNC Convention Talks to Healthline About Her Fathers COVID-19 Death,1
1150,New COVID-19 Saliva Tests Now Available: Are They the Breakthrough We Need?,1
1151,COVID-19 Symptoms Usually Show Up in This Order,1
1152,How a Housing Crisis Could Make COVID-19 Even Worse,1
1153,"Can the New Coronavirus Be Transmitted by Frozen Foods? Unlikely, Experts Say",1
1154,How a Biden-Harris Administration Would Handle the COVID-19 Pandemic Differently,1
1155,Psychologist Talks to Healthline About Mental Strain of COVID-19,1
1156,"Dr. Anthony Fauci Talks to Healthline About COVID-19 Vaccines, School Safety",1
1157,Cooking at Home More During COVID-19? What to Know About Food Safety,1
1158,Can Secondhand Smoke Transmit the Novel Coronavirus?,1
1159,NYC COVID-19 Deaths During Peak Rivaled 1918 Flu Fatalities,1
1160,COVID-19 Racing Through Nursing Homes: What Families Can Do,1
1161,"Neck Gaiters Are Stylish, But How Effective Are They in Stopping COVID-19 Spread?",1
1162,Pregnancy Plans Being Put on Hold During the COVID-19 Pandemic,1
1163,Raising a Newborn When Your Office Is an ER,1
1164,People Caring for Grandchildren Face High Risks During COVID-19 Pandemic,1
1165,A Physician on the Front Lines Talks About Treating Patients and Getting COVID-19,1
1166,Whats the Risk of Attending a Public Gathering in Your County? New COVID-19 Tracker Can Help,1
1167,How Obesity and Other Conditions Could Hinder the Effectiveness of a COVID-19 Vaccine,1
1168,Kids Vaccination Rates Have Plummeted  Heres What That Means for the Fall,1
1169,Michelle Obama Talks Low-Grade Depression During the Pandemic,1
1170,Russia Claims They Have a COVID-19 Vaccine: Why You Should Be Skeptical,1
1171,Why the Heart Attack Death Rate Has Doubled During COVID-19,1
1172,How Much Will You Pay for a COVID-19 Vaccine? Heres What We Know,1
1173,Animal Laboratories Being Used to Process COVID-19 Tests in an Effort to Speed Up Results,1
1174,How Schools Can Easily Become Superspreaders of COVID-19,1
1175,How Telemedicine Can Help People Access Birth Control During the Pandemic,1
1176,Heres What Happened the Last Time We Had a Vaccine During a Pandemic,1
1177,People Without Symptoms Carry Just as Much of the Coronavirus as Symptomatic People,1
1178,Heres What We Know About the Demographic Makeup of the COVID-19 Vaccine Trials,1
1179,"For Homemade Face Masks, 3 Layers Are Better Than 1",1
1180,Are Massages and Acupuncture Treatments Safe During COVID-19?,1
1181,Theres More Evidence That Black Americans Face High Risks from COVID-19,1
1182,Europe Sees Rise in COVID-19 After Reopening,1
1183,How People at Higher Risk from COVID-19 Can Enjoy Summer Safely,1
1184,How Lockdowns Have Helped Improve Some Mother-Daughter Relationships,1
1185,Do You Need to Wear Goggles to Stay Safe from COVID-19?,1
1186,What You Can Do If Theres a Shortage of Disinfectants in Your Area,1
1187,Restarting Professional Sports Is Putting Players at Risk and Sending the Wrong Message to the Public,1
1188,How the Coronavirus Spreads Indoors and What Can Be Done About It,1
1189,Why Most People Will Have to Wait Months to Get a COVID-19 Vaccine After Its Available,1
1190,The Simple Science Behind Why Masks Work,1
1191,From Toddlers to Teens: How to Talk to Kids About Wearing Masks,1
1192,People Who Wear COVID-19 Masks Touch Their Faces Less  Thats a Good Thing,1
1193,Why Herman Cains Death Hasnt Changed Peoples Perspective on COVID-19,1
1194,Dr. Anthony Fauci Talks COVID-19 Vaccine and School Openings,1
1195,How Pooled Testing Can Help Us Fight Spread of COVID-19,1
1196,Rural America Could Be the Region Hardest Hit by the COVID-19 Outbreak,1
1197,COVID-19 Is Likely to Be the Third-Leading Cause of Death in the U.S. This Year,1
1198,The Safe and Unsafe Ways People Are Worshipping During COVID-19,1
1199,"Yes, the Government and Your Employer Can Make You Get a COVID-19 Vaccine",1
1200,COVID-19 Damaged Heart of Elite Athlete: What Does That Mean for the Rest of Us?,1
1201,How Screen Time May Be Contributing to Dry Eye During the Pandemic,1
1202,Researchers ID 6 COVID-19 Symptom Sets: How That Will Help High-Risk Patients,1
1203,How and When Children Should Return to Sports During COVID-19,1
1204,Many Early Vaccine Trials Show Promise. Most Still Fail. Heres Why,1
1205,COVID-19 Survivors Share How to Recover During Pandemic,1
1206,Medical Experts Say We Need a Second Shutdown to Control COVID-19,1
1207,New Research Finds Kids Just as Likely as Adults to Spread COVID-19,1
1208,"Estrogen and COVID-19: How Pregnancy, Birth Control Can Increase Risk of Blood Clots",1
1209,Many COVID-19 Patients Will Need Rehab Long After Infection Is Over,1
1210,Experts Say Its Safe to Breastfeed During the COVID-19 Pandemic,1
1211,You Probably Cant Get COVID-19 Twice: The Latest on Antibodies,1
1212,FDA Expands List of Hand Sanitizers That Contain Toxic Methanol,1
1213,Walgreens to Open Doctor Offices: What This Means for Your Healthcare Services,1
1214,COVID-19: How California Went from Model State to Hot Spot,1
1215,"Lip Reading, Facial Expressions: How Masks Make Life Harder for People with Hearing Difficulties",1
1216,What Parents Should Know About the CDCs Guidelines for Reopening Schools,1
1217,Extensive Study Determines Vaccines Are Remarkably Safe,1
1218,Theres a Difference Between Quarantine and Isolation: What You Should Know,1
1219,I Tested Negative for COVID-19  It Took 13 Days to Get the Results,1
1220,Doomscrolling During COVID-19: What It Does to You and How You Can Avoid It,1
1221,How COVID-19 Outbreaks in Prisons Are Making the Pandemic Worse for Everyone,1
1222,Can You Have a Second Wave of COVID-19 If the First Never Ended?,1
1223,How Businesses Requiring Masks Protects Workers and You from COVID-19,1
1224,Could Floridas COVID-19 Surge Get Even Worse? Heres What Experts Think,1
1225,Back on the Front Line: Some Doctors Face COVID-19 a Second Time,1
1226,Why Reopening Schools Isnt as Easy as Reopening Walmart,1
1227,Want to Sign Up for a COVID-19 Vaccine Trial? Heres What to Know,1
1228,You Now Have to Wait More Than a Week for COVID-19 Test Results  And Why It May Get Worse,1
1229,"If 50% of People Take These 3 Simple Steps, We Might Be Able to Stop the Spread of COVID-19",1
1230,Why the Pandemic Is Probably Messing with Your Sense of Time,1
1231,3 More COVID-19 Vaccines Move Toward Final Stage of Testing,1
1232,How New York City Got Control of COVID-19  and Where It Goes from Here,1
1233,When Is It Safe to Be Around Someone Whos Recovered from COVID-19?,1
1234,"Antiseptic From the 1950s May Be Effective in Fighting Coronavirus, Flu, HPV",1
1235,Rare Heart Condition Linked to Stress May Be Increasing During COVID-19 Pandemic,1
1236,COVID-19 Antibodies May Fade Quickly. What this Means for Herd Immunity,1
1237,COVID-19 Mortality Is Going Down in ICUs  What This Means for the Pandemic,1
1238,What Life Is Like for a Florida ER Physician During the COVID-19 Pandemic,1
1239,"Cases, Deaths, Hospitalizations: How to Make Sense of COVID-19 Stats",1
1240,Fauci Warns About Post-Viral Syndrome After COVID-19,1
1241,"Yes, Were Still in the First Wave of COVID-19. Here Are the Facts",1
1242,COVID-19 Outcomes No Worse for Those Living with HIV,1
1243,Why We May Run into PPE Shortages Again,1
1244,What Its Like to Have a Mild Case of COVID-19,1
1245,Smoking Puts 1 in 3 Young Adults at High Risk for Severe COVID-19,1
1246,Its Too Early to Know If Modernas COVID-19 Vaccine Will Work After Initial Tests,1
1247,Hospitals Put to Test as COVID-19 Strains ICUs,1
1248,Heres What It Will Take to Normalize Wearing Masks in America,1
1249,"Were Nowhere Near Herd Immunity with COVID-19, Experts Say",1
1250,CDC Expands List of Those with Higher COVID-19 Risks: What to Know,1
1251,Natural Disasters Wont Stop Just Because Theres a Pandemic: How We Can Be Prepared,1
1252,How a Mask Fits Can Be as Important as What Its Made Of,1
1253,What Experts Think About Reopening Schools,1
1254,What to Expect If a COVID-19 Contact Tracer Calls You,1
1255,Heres What to Know About the COVID-19 Mortality Rate as Cases Climb,1
1256,This New COVID-19 Tracker Can Help You Better Understand Your Local Risk,1
1257,What a Lack of COVID-19 Testing Means for Children and Reopening Schools,1
1258,"COVID-19 Linked to Major Neurological Conditions Including Stroke, Brain Swelling",1
1259,Lysol Disinfectant Approved for Use Against COVID-19: Heres What Else Can Work,1
1260,Even Asymptomatic People Can Spread COVID-19 Within a Room,1
1261,U.S. May Be Headed for a Full-Blown COVID-19 Outbreak: How to Prepare,1
1262,Why the Black Lives Matter Protests Didnt Contribute to the COVID-19 Surge,1
1263,How Accurate Are COVID-19 Diagnostic and Antibody Tests?,1
1264,"She Had a Stroke, Then the Pandemic Hit. Heres How She Fought to Recover",1
1265,How to Create Your Social Bubble and Interact Safely This Summer,1
1266,Why You Might Want to Think Twice Before Making Your Own Hand Sanitizer,1
1267,How to Tell If the Hand Sanitizer Youre Buying Is Safe and Actually Works,1
1268,On the COVID-19 Front Line: What Its Like in Hospitals in Texas and Arizona Now,1
1269,Why Hanging Out at a Bar During the Pandemic Is a Terrible Idea,1
1270,How to Enjoy the Fourth of July Weekend Amid the COVID-19 Resurgence,1
1271,Feds Warn That Face Mask Exemption Cards Are Fake,1
1272,"COVID-19 Vaccines Are Moving Fast, but Will Americans Agree to Get Them?",1
1273,Nasal Vaccine Against COVID-19 Prevents Infection in Mice,1
1274,Inconsistencies in Data Presentation Could Harm Efforts Against COVID-19,1
1275,Coronavirus SARS-CoV-2 Spreads More Indoors at Low Humidity,1
1276,COVID-19: How South Korea Prevailed While the United States Failed,1
1277,"Low-Cost, Accurate COVID-19 Antibody Detection Platform",1
1278,"Airborne Viruses Can Spread on Dust, Non-Respiratory Particles",1
1279,Social Distancing Decreased Pediatric Respiratory Tract Infections in Finland,1
1280,Scientists Identify the Order of COVID-19's Symptoms,1
1281,Experimental COVID-19 Vaccine Prevents Severe Disease in Mice,1
1282,"Bouncing, Sticking, Exploding Viruses: Understanding the Surface Chemistry of SARS-CoV-2",1
1283,"Masks, PPE Materials Should Be Hydrophilic",1
1284,"COVID-19 Should Be Treated as an Acute Inflammatory Disease, Scientist Suggests",1
1285,Taste Bud Cells Might Not Be a Target of SARS-CoV-2,1
1286,Exposure to Common Cold Coronaviruses Can Teach the Immune System to Recognize SARS-CoV-2,1
1287,The Six Strains of SARS-CoV-2,1
1288,Immune System Variation Can Predict Severe COVID-19 Outcomes,1
1289,Tracking Antibody Profiles for Influenza Exposures Across the Lifespan,1
1290,Lab-Made Virus Mimics COVID-19 Virus,1
1291,Vaccine Additives Can Enhance Immune Flexibility -- Implications for Flu and SARS-CoV-2,1
1292,"Obesity and Metabolic Syndrome Are Risk Factors for Severe Influenza, COVID-19",1
1293,Common FDA-Approved Drug May Effectively Neutralize Virus That Causes COVID-19,1
1294,CT of Coronavirus Disease (COVID-19) Versus CT of Influenza Virus Pneumonia,1
1295,Contracting COVID-19: Lifestyle and Social Connections May Play a Role,1
1296,"About Half of Health Care Workers Positive for COVID-19 by Serology Have No Symptoms, Study Finds",1
1297,Flu in Early Life Determines Our Susceptibility to Future Infections,1
1298,Controlled Human Infection Models and SARS-CoV-2 Vaccine Development,1
1299,Antibody Blockade Effective in Treatment of Severe COVID-19,1
1300,Beating HIV and COVID-19 May Depend on Tweaking Vaccine Molecules,1
1301,Antiviral Used to Treat Cat Coronavirus Also Works Against SARS-CoV-2,1
1302,How Genetics Could Impact COVID-19 Treatments,1
1303,Too Many COVID-19 Patients Get Unneeded 'Just in Case' Antibiotics,1
1304,Treating COVID-19 Could Lead to Increased Antimicrobial Resistance,1
1305,"Mother Transmitted COVID-19 to Baby During Pregnancy, Physicians Report",1
1306,Researchers Show Children Are Silent Spreaders of Virus That Causes COVID-19,1
1307,Mild COVID-19 Cases Can Produce Strong T Cell Response,1
1308,Is COVID-19 Transmitted Through Breast Milk? Study Suggests Not Likely,1
1309,Researchers Identify a Protein That May Help SARS-CoV-2 Spread Rapidly Through Cells,1
1310,Pasteurization Inactivates COVID-19 Virus in Human Milk: New Research,1
1311,Malaria Discovery Could Expedite Antiviral Treatment for COVID-19,1
1312,"Mouthwashes Could Reduce the Risk of Coronavirus Transmission, Study Shows",1
1313,COVID-19 Vaccine Shows Promise in Mouse Studies,1
1314,Researchers Develop New Mouse Model for SARS-CoV-2,1
1315,Decoy Receptor Neutralizes Coronavirus in Cell Cultures,1
1316,Re-Engineering Antibodies for COVID-19,1
1317,National Academies Publishes Guide to Help Public Officials Make Sense of COVID-19 Data,1
1318,"Young Kids Could Spread COVID-19 as Much as Older Children and Adults, Study Suggests",1
1319,Rapid Test for the Determination of Antibodies Against Sars-Cov-2,1
1320,COVID-19 Research: Anti-Viral Strategy With Double Effect,1
1321,Experimental COVID-19 Vaccine Protects Upper and Lower Airways in Nonhuman Primates,1
1322,"Combating a Pandemic Is 500 Times More Expensive Than Preventing One, Research Suggests",1
1323,Immunoprotein Impairs SARS-CoV-2,1
1324,"Face Coverings Do Not Lead to False Sense of Security, Existing Evidence Suggests",1
1325,Rapid COVID-19 Test Developed to Detect Neutralizing Antibodies With High Specificity and Sensitivity,1
1326,Neutralizing Antibodies Isolated from COVID-19 Patients May Suppress Virus,1
1327,Coronavirus Antibodies Fall Dramatically in First 3 Months After Mild Cases of COVID-19,1
1328,"Benefits of Routine Childhood Vaccines Far Outweigh Risks of Additional COVID-19 Transmission in Africa, Study Suggests",1
1329,Type 1 Interferon Deficiency: Biomarker of Patients at Risk of Severe COVID-19,1
1330,Scientists Uncover SARS-CoV-2-Specific T Cell Immunity in Recovered COVID-19 and SARS Patients,1
1331,COVID-19: Patients Improve After Immune-Suppressant Treatment,1
1332,Novel Test Method Detects Coronavirus in Highly Diluted Gargle Samples,1
1333,"COVID-19 Can Be Transmitted in the Womb, Reports Pediatric Infectious Disease Journal",1
1334,Why Lopinavir and Hydroxychloroquine Do Not Work on COVID-19,1
1335,New Study Supports Remdesivir as COVID-19 Treatment,1
1336,Global Wildlife Surveillance Could Provide Early Warning for Next Pandemic,1
1337,"Older, Critically Ill Patients With COVID-19 May Have Increased Risk of Bradycardia With Lopinavir and Ritonavir",1
1338,Compounds Halt SARS-CoV-2 Replication by Targeting Key Viral Enzyme,1
1339,Newer Variant of COVID-19-Causing Virus Dominates Global Infections,1
1340,Blood Clots and Lung Injuries Found in Patients Who Have Died of COVID-19,1
1341,Dilated Blood Vessels in the Lung May Explain Low Oxygen Levels in Severe Cases of COVID-19,1
1342,Team Creates Better Tool to Aid COVID-19 Diagnosis,1
1343,COVID-19: The Virus and the Vasculature,1
1344,"Lung Ultrasound Shows Duration, Severity of Coronavirus Disease (COVID-19)",1
1345,Phase 3 Clinical Testing in the US of AstraZeneca COVID-19 Vaccine Candidate Begins,1
1346,People with intellectual and developmental disabilities disproportionately affected by COVID-19,1
1347,NIH establishes Centers for Research in Emerging Infectious Diseases,1
1348,Clinical trials of monoclonal antibodies to prevent COVID-19 now enrolling,1
1349,NIH clinical trial testing remdesivir plus interferon beta-1a for COVID-19 treatment begins,1
1350,"NIH harnesses AI for COVID-19 diagnosis, treatment, and monitoring",1
1351,NIH-Moderna investigational COVID-19 vaccine shows promise in mouse studies,1
1352,NIH clinical trial to test antibodies and other experimental therapeutics for mild and moderate COVID-19,1
1353,NIH launches clinical trial to test antibody treatment in hospitalized COVID-19 patients,1
1354,NIH delivering new COVID-19 testing technologies to meet U.S. demand,1
1355,Experimental COVID-19 vaccine protects upper and lower airways in nonhuman primates,1
1356,Phase 3 clinical trial of investigational vaccine for COVID-19 begins,1
1357,NIH leadership details unprecedented initiative to ramp up testing technologies for COVID-19,1
1358,"Experimental COVID-19 vaccine safe, generates immune response",1
1359,Placenta lacks major molecules used by SARS-CoV-2 virus to cause infection,1
1360,NIH launches clinical trials network to test COVID-19 vaccines and other prevention tools,1
1361,NIH ACTIV vaccine working group weighs role of human challenge studies for SARS-CoV-2 vaccine development,1
1362,Another existing drug shows promise against COVID-19,1
1363,Scientists discover COVID-19 symptoms appear in a specific,1
1364,5 new scientific advances that offer hope against COVID-19,1
1365,Is SARS-CoV-2 more dangerous because it reduces specific,1
1366,COVID-19 could directly affect the heart,1
1367,Synthetic antibody could prevent and treat COVID-19,1
1368,COVID-19: Over 80% of young people may show no symptoms,1
1369,Even mild COVID-19 may produce long lasting immunity,1
1370,Anxiety symptoms vs. COVID-19 (coronavirus) symptoms,1
1371,How does weather affect COVID-19?,1
1372,COVID-19: What can we learn from South Korea's response?,1
1373,Scientists revise COVID-19 incubation period to 7.7 days,1
1374,COVID-19 outbreak at a kids' summer camp may be stark,1
1375,COVID-19 vaccine successfully protects macaques against virus,1
1376,COVID-19: Modified protein may help 'speed up vaccine,1
1377,COVID-19: Doctors round up evidence of damage outside the,1
1378,New antivirals kill SARS-CoV-2,1
1379,"Antibodies fight off the new coronavirus, but what do T cells do?",1
1380,Rare mutations reveal more about COVID-19 and the immune,1
1381,"Treating COVID-19: Bipolar drug shows promise, other",1
1382,"New, more infectious SARS-CoV-2 variant does not cause",1
1383,COVID-19: Children may have a higher viral load than adults,1
1384,Have we underestimated the pandemic's death toll?,1
1385,Claims that high altitudes protect against COVID-19 'speculative',1
1386,COVID-19: Seaweed extract may be more effective than,1
1387,COVID-19: Nasal vaccine shows promise in mouse study,1
1388,Oxford COVID-19 vaccine shows real promise,1
1389,Nitric oxide may be an effective treatment for COVID-19,1
1390,COVID-19: Possible mechanism for blood clotting identified,1
1391,Antibody cocktail shows promise in fight against the novel,1
1392,List of promising drugs against COVID-19 leads to new,1
1393,"Children not a major source of COVID-19, finds rapid review",1
1394,"Nonwhite patients more likely to have severe COVID-19, study",1
1395,What are the neurological complications of COVID-19?,1
1396,Hopeful COVID-19 research: Testing new vaccines,1
1397,Two COVID-19 vaccines show promise in hopeful clinical trials,1
1398,High BMI linked to COVID-19 severity in African Americans,1
1399,Research associates COVID-19 with spike in 'broken heart,1
1400,COVID-19 and face masks: 4 common myths,1
1401,Link found between metabolic syndrome and worse COVID,1
1402,Shifting goalposts: Research in the time of the coronavirus,1
1403,COVID-19 vaccine is safe and triggers immune response in,1
1404,COVID-19: How a new blood test could help speed up vaccine,1
1405,COVID-19 disruptions could lead to surge in infectious,1
1406,Hydroxychloroquine fails to reduce COVID-19 symptoms,1
1407,Could zinc protect against COVID-19?,1
1408,Experimental study demonstrates remdesivir action against,1
1409,COVID-19: How do we explain 'happy' hypoxemia?,1
1410,"COVID-19: Linking loss of smell, depression, and anxiety",1
1411,Treating COVID-19 may increase antibiotic resistance,1
1412,'No evidence' that vitamin D can prevent or treat COVID-19,1
1413,What was the impact of Sweden's soft approach to lockdown?,1
1414,Work absences suggest higher-than-reported COVID-19 cases,1
1415,How has COVID-19 affected suicidality in the US?,1
1416,Tool to help manage COVID-19 patients with diabetes,1
1417,MMR vaccine could prevent worst symptoms of COVID-19,1
1418,Delaying COVID-19 emergency measures linked to higher,1
1419,Editorial highlights flaws in reporting COVID-19 research,1
1420,COVID-19 liver damage may be more common than,1
1421,Drug that calms 'cytokine storm' may reduce COVID-19 mortality,1
1422,Innovative air filter could effectively kill SARS-CoV-2,1
1423,Experimental SARS-CoV-2 test works in 45 minutes,1
1424,Racial minorities experience higher COVID-19-related,1
1425,Stroke risk higher for COVID-19 patients who smoke or vape,1
1426,Social distancing and gatherings: Advice and tips,1
1427,COVID-19 cases 5 times higher in prisons than general,1
1428,Severe COVID-19: Interleukin-6 inhibitors may be most effective,1
1429,COVID-19: Dr. Fauci quizzed at Healthline Town Hall meeting,1
1430,Mental health effects of COVID-19 revealed in new study,1
1431,Blood pressure drugs may improve COVID-19 survival,1
1432,How is the world faring 4 months into the pandemic?,1
1433,How and why the coronavirus pandemic has changed our,1
1434,Researchers call out lack of diversity in COVID-19 clinical trials,1
1435,The effects of COVID-19 on the mental health of Indigenous,1
1436,COVID-19 and the surge in anti-Asian hate crimes,1
1437,Mandatory BCG vaccination may slow spread of COVID-19,1
1438,Preventing a pandemic is 500 times cheaper than responding,1
1439,Does hydroxychloroquine cut COVID-19 mortality? Expert,1
1440,Will COVID-19 and Black Lives Matter change science and,1
1441,COVID-19 shows weak points in global food system,1
1442,Hydroxychloroquine: When medicine and politics clash,1
