,claim,claim_veracity
7219,Israel: No peace talks with Palestinian government reliant on Hamas,1
7220,Four dead after earthquake in Iraq's Kurdistan Region: Kurdish health minister,1
7221," Robert De Niro Attends Charity Event, Tears Into That ‘Motherf***er’ Donald Trump",0
7222,Trump University lawyers ask judge for another shot at ending class action,1
7223,U.S. withdraws funding for U.N. Population Fund,1
7224,Trump to meet scandal-hit Malaysian leader in September,1
7225,Barack Obama’s Final Arms-Export Totals Doubles That of Bush Administration,0
7226,Canada's Liberals look to economy to guide them past ethics scandal,1
7227,Tennessee lawmaker ousted after sex harassment allegations: media,1
7228,Trump retains Marc Kasowitz as private attorney for Russia probe: source,1
7229,CLINTON CAMPAIGN MANAGER Gets “Huffy”…Dodges And Lies About Details Of Clinton’s Illness,0
7230,Iran non-interference in Lebanon is key for regional stability: France,1
7231,EX-CIA CHIEF DROPS A TRUTH BOMB: Trump Never Pressured Intelligence Community to Drop Flynn Investigation ,0
7232,Obama to nominate Garland to Supreme Court: source,1
7233,"Cambodia faces U.S., EU action after banning opposition",1
7234, Marvel Just Turned Donald Trump Into A Villain And It Is PERFECT ,0
7235,Trump to host Libyan Prime Minister Sarraj at White House on Friday,1
7236,Obama to meet Michigan mayor to discuss contaminated water: White House,1
7237, Elizabeth Warren Goes Off On Trump In Totally EPIC Series Of Tweets,0
7238," Confused Old Man Forgets He’s At Arlington Cemetery, Thinks He’s At A Baseball Game ",0
7239, Hillary Clinton Wins Big In SC Democratic Primary,0
7240,FOR BERNIE SANDERS FANS: Prisoners Eating Cats To Survive In Socialist Venezuela,0
7241,"Ryan, Trump team discuss border tax at Capitol Hill meeting",1
7242, Trump’s Pick For Supreme Court Justice Shows Just How Pathetic He Really Is ,0
7243, Republicans Begin Requiring Doctors Lie To Patients About Existence Of ‘Abortion Reversal’ Pill,0
7244,MARK LEVIN: CONGRESS CAN END BIRTHRIGHT CITIZENSHIP WITHOUT AMENDING THE CONSTITUTION,0
7245,Senate bill would count munis toward bank liquidity,1
7246, GOP Rep. To Struggling Mom: Get A Job If You Need Medicine For Your Kids,0
7247, Hypocritical Alabama Governor Gets Booted From His Own Church For Affair With Staffer,0
7248,Text: Trump recognizes Jerusalem as Israel's capital,1
7249, Republican Strategist Calls Out Trump’s ‘Ball-Washer’ Supporters For Defending Russia,0
7250, Trump Supporter In Phoenix Just Threatened John McCain’s Life,0
7251,Islamic State claims air base attack in Egypt's North Sinai,1
7252,Truck bomb in northern Iraq kills at least 23,1
7253,Mexico ex-first lady leaves opposition party for presidency bid,1
7254,Eyewash: CIA Elites Misleading Employees Indicates That Conspiracies Are NOT ‘Ridiculous Fantasy’,0
7255,Sanders will vote for Clinton to stop Trump,1
7256,Hillary Clinton’s ‘Presidency’ has Already Begun as Lame Ducks Promote Her War on Syria,0
7257,South Korea's Moon says North Korea crisis must be handled in 'stable' manner,1
7258, Former Jail Guard Admits To Falsifying Documents In Sandra Bland Death ,0
7259,"Trump Team Didn’t Just Collude with Israel, Kushner was Acting as Foreign Agent for Tel Aviv",0
7260,China's Chongqing vows purge of former leader's 'vile influence',1
7261,Vatican prepared in case of Barcelona-style attack: Swiss Guard chief,1
7262, Court Forces Ohio To Allow Millions Of Illegally Purged Voters Back On The Rolls,0
7263,Camera shows Vietnamese suspect's 'aggressive' attack on Kim Jong Nam: police,1
7264,U.S. State Department disputes FBI view that it has lax security culture,1
7265,China says will work with South Korea towards denuclearization on Korean peninsula,1
7266,Islamic State attacks kill at least 50 in east Syria: Kurdish Red Crescent,1
7267,France's Le Drian says 'no' to Iran Mediterranean axis,1
7268,U.S. gives Laos extra $90 million to help clear unexploded ordnance,1
7269,NBC-Wall Street Journal poll has Clinton leading Trump by four points,1
7270, NRA Gets Blasted For Live-Tweeting Obama’s Town Hall Meeting Instead Of Actually Attending ,0
7271,WHY IS AL SHARPTON’S “Half-Brother” Registering Thousands Of Felons To Vote In Alabama’s Controversial Senate Race? ,0
7272,BREAKING WIKILEAKS BOMBSHELL! Murdered DNC Staffer Seth Rich Was DNC LEAKER: “He Was My Whistleblower”,0
7273,"BREAKING! Trump Moves To Withdraw US From TPP: “From this day forward, it’s going to be only America first…”",0
7274,U.S. says China acknowledged goal of reducing bilateral trade deficit,1
7275,Trump's appeal divides Tea Party loyalties in crucial states,1
7276,South Korea conducts anti-terror drills ahead of Winter Games,1
7277, REPORT: Trump’s Mind SHATTERED In The Face Of Mortifying Defeat,0
7278,U.S. congressional panels spar over 'Trump dossier' on Russia contacts,1
7279,OBAMA’S EMBARRASSING Farewell Interview: Mom Was “Hippie” But Shaved Her Legs…Promises To Take 5-Star Mooch On “Nice Vacation…She Deserves It”,0
7280, Pat Robertson Is Having A Total Meltdown And It’s All Thanks To Rachel Maddow,0
7281, Kasich Gets Tripped Up On ‘Born Gay’ Question: ‘I Don’t Know How It All Works’ ,0
7282,"Clinton disparages Trump's economic plan, vows to help workers",1
7283,LOL! CNN Tells Viewers “IT’S ILLEGAL” To Read Wikileaks Emails…So They’ll Tell You What’s In Them ,0
7284, KARMA: Wikileaks Turns On Donald Trump After Administration Threatens To Arrest Julian Assange,0
7285, This Is What REAL Christians Do When Their Priest Preaches To Ban Abortion ,0
7286,Pence offers solace as Las Vegas police puzzle over shooter's motive,1
7287, The Resistance Just Gave Trump A Huge F**CK YOU On Election Night,0
7288, Trump Tried To FIRE The Woman He Worked So Hard To Sleep With After She Spurned Him,0
7289, During Russia Meeting Trump Explicitly Bragged He Fired Comey To Kill ‘Pressure’ Of Investigation,0
7290,"Brexit with no deal risks chaos in drug supply, report warns",1
7291,"Small protests against Trump in Japan, Philippines",1
7292,Trump transition clears first paperwork hurdle: White House,1
7293,U.S. pressed Saudis to ease Yemen blockade: sources,1
7294,Peru and Colombia vow to stand with Mexico after row with Trump,1
7295,Trump blasts states for refusing to hand over voter data,1
7296,WATCH CHUCK SCHUMER FAKE CRY Over Muslim Policy…Don’t Forget He Voted To Bomb Libya Killing Thousands Of Muslims ,0
7297," FBI Turns Up No Evidence, Says Hillary Clinton Committed No Criminal Wrongdoing",0
7298,Flynn’s Out: Is ‘The New Détente’ Really Dead – Or Can Russia Still Benefit?,0
7299,Bullets and burns: Portraits of injured Rohingya refugees,1
7300,SHOCKING VIDEO: New Rape Clinic For Men Opens In Sweden Where Muslim “Asylum Seekers” Are Raping Swedish Citizens At Alarming Rate,0
7301,HULK HOGAN IS KICKED TO CURB BY WWE FOR SPECULATION OVER RACIST COMMENTS,0
7302,"REMEMBER WHEN Democrats, Media Mocked Betsy DeVos For Suggesting Schools May Need Guns To Protect Against Bears?…Look What Just Happened!",0
7303," BREAKING: Secret GOP Polls Show Trump In TOTAL Collapse, Congressional Candidates Fear Wipeout",0
7304,"JUST IN: Obama Campaign Secretly Paid $972,000 To Fund Creation Of Fake Trump Dossier",0
7305,RUSH LIMBAUGH ASKS: “What Would America Be Like Today If President Obama Had Told the Truth About What Happened in Ferguson?”,0
7306,Mnuchin says no regrets over government plane use,1
7307,"Trump signs executive orders on manufacturing, infrastructure",1
7308,Democrats Want GOP To Apologize To Hillary For This Gut Wrenching Benghazi Ad ,0
7309,"Facing hometown anger, some Republican lawmakers split from Trump on key issues",1
7310," Trump Just Got Caught On Hot Mic, Makes Another Disgusting Joke That Will Ruin His Presidency ",0
7311, This One Image From The RNC Is All You Need To See,0
7312,WHY DECISION LIBERAL JUDGE IN CONNECTICUT Is About To Make Could Be HUGE Threat To Our SECOND AMENDMENT,0
7313, Republican Governor Is Letting Employers Ignore Minimum Wage Increase Passed By Voters,0
7314," GOP Billionaire Meg Whitman Endorses Hillary Clinton, Trashes Trump",0
7315,Maintaining same regulations best way to avoid hard border: Irish PM,1
7316,"Ten days to crack Brexit deal, EU tells May",1
7317,BRILLIANT! LIBERAL SENATOR TRIES TO EMBARRASS Priest…Gets Schooled By Him On Climate Change ,0
7318,China's C919 jet completes first long-distance flight,1
7319,MICHIGAN Senate Approves Bill To Allow Concealed Carry In “Gun Free Zones” Or “Mass Murderer Empowerment Zones”,0
7320," Angela Merkel Brilliantly Trashed Trump Yesterday, And His Response Is Beyond Pathetic ",0
7321, Trump: ‘There Is No Drought In California’ — Offers This Conspiracy Theory Instead ,0
7322,TRUMP SAYS “YES” To Federal Funding For Planned Parenthood…Under One Condition…And You’re Gonna Love It!,0
7323,"Germany's Gabriel says ties with U.S. 'difficult', will improve",1
7324,Trump in crisis after lewd remarks about women come to light,1
7325,Youth leader of Zimbabwe's ruling party apologizes to military on state TV,1
7326,"HYSTERICAL! TRUMP LIFE: “There ain’t a brother bigger, stronger, and more Gangsta than Donald J. Trump” ",0
7327,Pro-business FDP says upbeat that German coalition deal possible,1
7328,OUTRAGEOUS: Top15 Examples Of How Radical We’ve Allowed Our Colleges And Universities To Become,0
7329,BREAKING: TRUMP Is About To Get A HUGE Unexpected Endorsement,0
7330," Fox Host: Anderson Cooper Is Gay, So He Can’t Be Unbiased About Orlando Shooting ",0
7331,War-scarred neighborhoods in Ukraine's rebel-held Donetsk,1
7332,Uganda police arrest youths who oppose fresh term for ruler in power since 1986,1
7333,SHERIFF DAVID CLARKE Picked For Key Position In Trump Administration..Aren’t We Lucky!,0
7334, wikileaks! dnc planned big federal rewards for big donors,0
7335,Message from North Korean missile over Japan 'loud and clear': Trump,1
7336,GOP ELITES To Meet On Luxury Yacht To Discuss Trump’s Delegates,0
7337,Lebanon's Aoun concerned at Hariri situation: presidential sources,1
7338,TOP DESIGNER DONNA KARAN Defends Harvey Weinstein…Suggests Victims May Have Been “ASKING FOR IT’ By The Way They Dress,0
7339, This Poll Shows EXACTLY How Much Americans Detest Trump,0
7340,Risks to Brazil's Temer subside after bungled JBS plea bargain,1
7341,"In attacking Clinton foundation, Trump seeks a Republican rallying cry",1
7342," Allies Abroad: Trump Is A ‘Laughingstock,’ Childishly ‘Obsessed With Obama’",0
7343,Tillerson tightens the reins at State Department,1
7344,"Thirty-eight injured in police charges in Catalonia, say emergency services",1
7345,BAHAHA! DONALD TRUMP SIGN-STEALER Gets A Verbal Beatdown ,0
7346, Look How Differently President Obama And Donald Trump Talk About Women ,0
7347, Chrissy Teigen Just Told Fox News To F*ck The F*ck Off In The Best Way Possible ,0
7348, Texas Father Disowns Teenage Daughter For Her ‘Sickening’ Interracial Relationship ,0
7349, dem rep keith ellison blames obama for huge democrat losses: he’s “put his legacy in jeopardy” ,0
7350," Trump RUNS SCARED From Russia Investigation, Hires ANOTHER High Profile Lawyer",0
7351,WTF: Pentagon Sold Over $1 MILLION Worth Of Military Weapons To Fake Cops,0
7352, Florida GOP’s Anti-Abortion Law Struck Down In Another Huge Planned Parenthood Win,0
7353,"'I am sorry,' British PM May says of botched election",1
7354,Creditors sue to block Puerto Rico development bank withdrawals,1
7355,"French army charter plane crashes in Ivory Coast, four Moldovans killed",1
7356,"Nepal's Oli, most likely next PM, wins parliament seat",1
7357, BREAKING: Republicans Susan Collins And Lisa Murkowski Will Vote No On Betsy DeVos,0
7358,Trump news conference sets worldwide social media afire,1
7359,Israel frees three Turks arrested amid Jerusalem unrest,1
7360, Bernie Sanders Gets Some Pretty Outspoken Praise From Biden ,0
7361, Trump Attacks Sessions Again For Not Helping Him Obstruct Russia Investigation,0
7362,"Trump says pharma 'getting away with murder,' stocks slide",1
7363,Migrant smuggling crackdown triggered clashes in Libyan city: armed group head,1
7364," NY Daily News Goes ALL IN On NRA, ‘Thanks’ Them For Orlando ",0
7365, Traffic Signs Hacked With Pro-Bernie And Hilarious Anti-Trump Messages ,0
7366,Death toll in collision between Tunisian navy and migrant boat reaches 34,1
7367,Three teenagers arrested over assaults during California Trump protest,1
7368,MASSACHUSETTS VOTES TO IGNORE FED LAW and Let Illegals Go…This Sanctuary State Endangers All Americans!,0
7369, Thousands Of Advertisers Are Fleeing From Fake News Site Breitbart,0
7370,"Girl Tells Ted Cruz She’s Gay .02 Seconds Before Taking This Photo, His Reaction Is Priceless",0
7371,"FBI director says Clinton did not lie, break law in email handling",1
7372, trump says that women actually ‘like’ him and his reason why is dumber than he is,0
7373," Great Job, GOP: White Supremacists SO HAPPY Their Guy Won The Nomination",0
7374,Obama highlights five priorities in meeting with Republican leaders,1
7375,"Former Providence, Rhode Island mayor Vincent 'Buddy' Cianci dies",1
7376," Curt Schilling Doubles Down On Transgender Hate On Facebook, Adds Racism ",0
7377,Turkish police arrest 15 senior military officers in Gulen probe: Anadolu,1
7378,BUSTED:  MAN ATTEMPTS TO TAPE “GOTCHA” VIDEO OF COPS ‘ABUSING THEIR POWERS’ And Gets Unexpected Challenge From Local News,0
7379,"With or without Democratic director, U.S. consumer watchdog to be weakened",1
7380,North Korea warns threats a 'big miscalculation' in letter to Australia lawmakers,1
7381,"Assad sets sights on Kurdish areas, risking new Syria conflict",1
7382,‘LARGEST’ $20 MILLION FOOD STAMP BUST Raises Red Flags Over Names Involved,0
7383,Romney to endorse Rubio in 2016 Republican White House race: report,1
7384,Illinois Senate passes grant program for needy college students,1
7385,Qatar emir says open to dialogue to resolve Gulf crisis,1
7386," Trump Uses Syria Attack To Slam Obama, And Twitter GLEEFULLY Shows The Problem With That ",0
7387,UNBELIEVABLE VIDEO OF NYPD COPS BEING PUNCHED BY MAN IN CROWD WHILE Woman Being Arrested Attempts To Steal Female Cops Gun,0
7388,FLASHBACK: EVIDENCE SHOWS “CROOKED” HILLARY Has Been Burying E-mails Since She Was First Lady,0
7389,House passes bill requiring EPA actions on lead-laced water,1
7390," Cameras Aren’t Allowed In White House Press Briefings, So CNN Got Creative",0
7391,"Abandoned by tourists, Bali town counts cost of Indonesia volcano",1
7392,"China, South Korea agree to mend ties after THAAD standoff",1
7393,Senate backs legislation to slap new sanctions on Russia,1
7394,China's Communist Party makes final preparations for key congress,1
7395,Bitter John McCain Calls Trump ‘Ill Informed’ in Nasty OpEd: ‘We don’t answer to him’,0
7396,"NYC mayor proposes retirement plan, light-rail system in speech",1
7397,HOOKERS FOR HILLARY: Why They’ve Got Her Back…,0
7398,House Speaker Ryan expects more emergency relief for hurricanes: Fox,1
7399,Former U.S. Homeland Security officials back nominee ahead of hearing,1
7400, DOJ Tells Cops To Go Ahead And Start Stealing Money And TVs From The Public Again,0
7401, American Liar: Wingnut Icon Chris Kyle Wasn’t The Hero He Made Himself Out To Be,0
7402,Republicans lack agreement on Obamacare ahead of Trump speech,1
7403, NY Lawmakers Compare MMA Fighting To ‘Gay P*rn’ And Police Abuse,0
7404,Globally aligning derivatives rules dominates U.S. confirmation hearing,1
7405,PRESIDENT OF RADICAL GROUP Advised Hillary On How To Fake Concern For Parents Of Black Lives Matter Victims…Blame Cops For Pain ,0
7406,Clinton leads Trump by 12 points in Reuters/Ipsos poll,1
7407,Chad rejects U.S. bribery allegations against president,1
7408,TOWN VOTES To Change Columbus Day Name Because Of “Slavery” And “Genocide”,0
7409,"Democrat Sanders, 'big fan of pope,' to attend Vatican conference",1
7410, Former Insurance CEO Drops MASSIVE Truth Bomb About Obamacare Repeal – Republicans Will HATE This,0
7411, president obama zings the hell out of trump on jimmy kimmel,0
7412,House banking panel passes bill to undo U.S. financial crisis rules,1
7413,"DAY AFTER DALLAS COPS’ MEMORIAL, Obama Invites BLM Activists To WH, Including Leader Of Group That Chanted: “Pigs In A Blanket…Fry Pigs Like Bacon”",0
7414,"Pennsylvania state senator, Democratic official charged in vote-buying scheme",1
7415,GEORGE SOROS WILL DUMP $500 MILLION Into Obama’s Plan To Flood America With Muslim Refugees Vetted By UN,0
7416, fake fox news girls question conservatives with hilarious results ,0
7417,SHOCKER: Washington Post Publishes OpEd Critical of Pro-Israel Law Which Shuts Down BDS,0
7418,Trump order to ease ban on political activity by churches,1
7419,Japan's Abe says won't delay tax hike unless big shock hits economy,1
7420,Trump FURIOUS After Jon Stewart Mocks Him For 5 Minutes Straight At Veterans’ Benefit,0
7421,TRUMP LAUNCHES GRENADE AT TAX AND SPEND WASHINGTON: “Under Budget And Ahead Of Schedule…You Don’t Hear Those Words Too Often In Government…But You Will” ,0
7422,Trump 'plain wrong' to say Muslims not helping on extremists: UK minister,1
7423,"Abbas asks Pope, world powers, to intervene against U.S. Embassy move: spokesman",1
7424,"Trump declares Obamacare 'dead,' urges Democratic help for short-term fix",1
7425,"With 7.4 million without power, utility workers get respect",1
7426,Spain sends more police to block Catalonia referendum,1
7427,"To wonks hungry for policy details, Trump team serves lighter fare",1
7428,Syria toxic gas inquiry to end after Russia again blocks U.N. renewal,1
7429,RUSH LIMBAUGH Tells His Own Theory Of The Lynch/Clinton Meet Up,0
7430,ACTOR WHO BLEW THROUGH $150 Million Fortune Is Worried Playing Ronald Reagan In Positive Light For Upcoming Movie Could Ruin His Career,0
7431,Top NSA official ridicules allegation Britain spied on Trump,1
7432,BOMBSHELL: Comey Reveals AG Lynch Asked Him To Refer To Clinton Email Probe As “Matter NOT Investigation” ,0
7433,Russia's Lavrov tells Tillerson U.S. 'aggressive rhetoric' on Korea unacceptable,1
7434,Peru's prime minister skeptical about bill to expand anti-graft rules,1
7435," Hillary Clinton Retweets Bernie Sanders, And For A Good Reason ",0
7436,Merkel pushes for three-way 'Jamaica' coalition in Germany,1
7437, Oops: Ammosexual Playing With Gun During Benghazi Movie Shoots Woman ,0
7438,Trump accuses Mexico's Carlos Slim of trying to help Clinton,1
7439,REPORT: USDA GIVES $6.9 BILLION TO “INELIGIBLE RECIPIENTS” AKA NON-CITIZENS,0
7440,How one U.S. state is leading the charge to dismantle Obamacare,1
7441,Panama's president says switching China ties not 'checkbook diplomacy',1
7442,Clinton campaign says 'confident' FBI conclusion in email probe won't change,1
7443,Exclusive: 'We will kill you all' - Rohingya villagers in Myanmar beg for safe passage,1
7444,Fire in hotel on Georgia's Black Sea coast kills 11,1
7445," DNC Chair Just DIRECTLY attacked Obama, Elizabeth Warren, And Everyone Who Voted For Them",0
7446,Clinton names Obama veterans to White House transition team,1
7447,Trump says U.S. should toughen up fight against Islamist militants,1
7448,Abe to push reform of Japan's pacifist constitution after election win,1
7449,"Pence to preside over Senate tax bill vote, his office confirms",1
7450,"Washington protests 'mostly under control,' 95 arrested: police chief",1
7451,Trump says he's likely to sign healthcare order this week,1
7452,BOOM! DirecTV REFUNDS NFL Sunday Ticket Subscriptions After Being Bombarded With Angry Calls From Customers Over National Anthem Protests,0
7453,Aid workers to return to Yemen at weekend but no aid yet: U.N.,1
7454,Catalan govt to blame for companies' exodus from region: Spanish finance minister,1
7455, Bigots Kick Two Black Women Out Of A Bar In Fresno–Turns Out They’re Lawyers For The ACLU,0
7456," president-elect trump's top goals, biggest hurdles",1
7457,"Senator Cruz opposes Republican healthcare bill, casting doubt on vote: Politico",1
7458, Trump Demands To Know Why The Millions Of Women Protesting Him ‘Didn’t Vote’ And Gets TRASHED ,0
7459, Sarah Silverman And Bill Maher DESTROY ‘Fact-Free’ Republican Debate ,0
7460,"Venezuela arrests top oil executive, eight other PDVSA employees: sources",1
7461,WHEN DIVERSITY TRUMPS ALL: Bishop Of London Suggests Vicars Should Reach Out To Muslims By Making This Major Change In Their Appearance,0
7462,Trump closes in on Clinton's projected electoral lead: Reuters/Ipsos Poll,1
7463, POLL: HUGE Majority Of Americans Say Trump DOES NOT Respect Women,0
7464,Netanyahu sees U.S.-Israel ties 'reaching new heights' after Trump victory,1
7465, jake tapper buries kellanne conway for lies and hypocrisy about terrorism coverage,0
7466,GONE TOO FAR! Rosie O’Donnell Sparks Outrage with Online Trump-Killing Game,0
7467,Tunisia foils the departure of 555 migrants to Europe in September,1
7468,Tucker Carlson to Border Angels Founder: Why Shouldn’t Borders Be Protected?,0
7469, How Obama’s SCOTUS Pick Nailed The Worst Domestic Terrorist In U.S. History ,0
7470,Mexico says president Pena Nieto to meet Trump on Wednesday,1
7471, Pastor Who Prayed For Deaths Of Orlando Survivors Just Got Kicked Out Of His Building,0
7472,OOPS! HYPOCRITE HILLARY Uses FLINT WATER CRISIS To Prop Up Campaign…Ignores Major 1992 Clinton Water Pollution Scandal,0
7473, Paul Ryan Responds To Dem’s Sit-In On Gun Control In The Most DISGUSTING Way ,0
7474,SARAH SANDERS Slams Cowgirl Congresswoman’s Criticism of Trump: ‘Appalling’ ,0
7475,JUDGE JEANINE HAMMERS OBAMA: “There’s a hero in Washington and you need to let him do his job!” ,0
7476, New Research Shows Trump’s Border Wall Will Be Even MORE Worthless Than We Thought ,0
7477,Billionaire Mogul Steve Cohen Pledges Nearly $300 Million To Give Veterans Free Healthcare,0
7478,Top Democrat on Senate panel: No rollback on Dodd-Frank because it works,1
7479,Trump aide says endorsement of Ivanka's brand was 'light-hearted',1
7480, Democratic Rep.: Trump’s Intelligence Briefing Won’t Be Anything Important ,0
7481,"Brazil's Lula, Bolsonaro well positioned for 2018 elections: poll",1
7482, SAD! It Shouldn’t Be News That Trump Got Intelligence Briefings Two Days In A Row,0
7483,Text of Nobel Peace Prize award to anti-nuclear campaign ICAN,1
7484, Ted Cruz Gets His Unethical A** Handed To Him By Seth Myers ,0
7485, Newt Gingrich Demands President Obama Pick A Conservative Just Like Scalia For SCOTUS ,0
7486,Goldman's Blankfein is only major financial firm CEO to join Trump on China trip,1
7487, Betsy Devos Just Put A For-Profit Credit Card Exec In Charge Of Federal Student Aid Program,0
7488,Russian helicopter missing off Norway found: rescue center,1
7489,BREAKING: HOUSE INTEL TO PRODUCE “SMOKING GUN” Showing Obama Administration Spied On Trump Transition Team,0
7490,Turkey will take its own security measures after Russia defense deal: Erdogan,1
7491," Atlantic’s Endorsement SLAMS Trump, Indicts Him As One Of The Most Dangerous Candidates Ever",0
7492,U.N. chief says two-state Mideast solution is the only way,1
7493,Raqqa tribal chiefs say SDF agrees to let Syrian IS fighters leave city: statement,1
7494,Hungary's Jobbik party says fine risks making it insolvent ahead of 2018 vote,1
7495,NEW WH COMMUNICATIONS DIRECTOR: I’ll Bring CNN a Box of Kleenex When Trump Wins in 2020,0
7496,Trump expected to sign cyber security executive order Tuesday: source,1
7497,“RACIST” President Jackson To Be Replaced With Black Female Representing “Struggle For Racial Equality” On $20 Bill,0
7498,"RACE OBSESSED VESTER FLANAGAN, AKA BRYCE WILLIAMS SUED FORMER EMPLOYER FOR RACISM: Former Employer Said He Was “A Crappy Employee Who Used Profanity In Workplace”",0
7499,"Air strike reported near Somalia's capital, official says Shabaab targeted",1
7500, white racist tells black quarterback to stand for national anthem or lose citizenship,0
7501, Eric Trump Unveils New Haircut In The Style Made Famous By Alt-Right Neo-Nazis ,0
7502, The White House Sets Palin Straight — Her Bad Parenting Isn’t Obama’s Fault ,0
7503,EU's Juncker says Dec. 4 meeting with May will show if Brexit progress made,1
7504,Bernie Sanders Reveals His Full Health Care Funding Plan: The 1% Are Going To Hate It,0
7505,Japan defends Toyota after Trump broadside over Mexican plant,1
7506,Trump says he should not have picked Sessions as attorney general: NY Times,1
7507, The Washington Post NAILS Hannity For Lying About Trump Rescuing Marines,0
7508,"As Johnson Sirleaf exits, Liberians thankful for peace, excited about change",1
7509,Minnesota Governor Dayton released from hospital after fainting,1
7510,"CBO estimates ending Obamacare mandate would increase uninsured, premiums",1
7511, Michigan Gov. Rick Snyder Could Face Manslaughter Charges Over Flint Water Poisoning,0
7512,Denmark passes law that could ban Russian pipeline from going through its waters,1
7513,American McCarthyism: Neocon Warhawks’ Plan to Kill Antiwar Dissent in Media,0
7514,ANTI-HILLARY HALLOWEEN HOUSE Gets Violent Threats You Won’t Believe…This Woman Is So Brave! ,0
7515,WATCH HILLARY LIE About Libya To Supporters: ” We Didn’t Lose A Single Person”,0
7516,Senate Democrats to force vote on FCC net neutrality repeal,1
7517,Spain's Rajoy says he expects next phase of Brexit talks soon,1
7518,Magnitude 6.4 aftershock hits off New Caledonia: USGS,1
7519,All the president's women: Duterte's fiercest critics and a surly political heir,1
7520, Hillary Said We ‘Owe Donald Trump The Chance To Lead’ — Here Is Why She Is Dead Wrong,0
7521," Sean Spicer Just Gave Trump Credit For Something Obama Did, White House DESPERATE ",0
7522,Australian PM says government aims to legalize same-sex marriage by year-end,1
7523,"Senate advances on healthcare, with dramatic return by McCain",1
7524, Americans Demand Obama Pick Next Justice: GOP Gives Them A Huge Middle Finger ,0
7525,"Stung by criticism, Trump vows to work for ethnic harmony",1
7526,Tillerson to press NATO on defense spending: official,1
7527,Labor activists target Midwest politicians opposing wage increases,1
7528,South Sudan judges end strike to return to huge legal backlog,1
7529,CHAMPION OF FOREIGN WORKERS: Hillary Gets Standing Ovation In India…”There’s No Way To Legislate Against Outsourcing” ,0
7530, TED CRUZ PROTESTERS GET ALL WET WHEN RESTAURANT OWNER HAS HAD ENOUGH,0
7531,"Exclusive: After Grenfell fire, same builders rehired to replace dangerous cladding, Reuters finds",1
7532,U.S. imposing more sanctions against N.Korea soon: White House,1
7533, donald trump is obsessed with his desire to use nuclear weapons,0
7534,Treasury's Mnuchin: Difficult not to cut taxes for top 10 percent,1
7535," The GOP ‘Make America Sick Again’ Plan Was Released, And It’s WORSE Than You Thought ",0
7536,Trump signals support for Alexander-Murray healthcare plan in Senate,1
7537,B*TCH OF BENGHAZI WINS Democrat Nomination” I’m Encouraged By Extraordinary Conviction” Of Her Supporters,0
7538,Schumer calls on Trump to appoint official to oversee Puerto Rico relief,1
7539,Brazil's Meirelles jokes about a vice presidential candidacy,1
7540,Senate tax bill stalls on deficit-focused 'trigger',1
7541,German parties fret about Turkish voters as Erdogan makes mark,1
7542,Lebanon monetary situation stable after PM quits: cenbank governor to local TV,1
7543,"Head of Afghan election body sacked, raising doubts over 2018 ballots",1
7544,"UNREAL! TWO FLORIDA Immigrant Politicians Intimidated Voters: “Candidates watched over their shoulders, telling them who to vote for.”",0
7545, trump supreme court pick to affect pending cases,1
7546, Joe Biden Told A Joke To President Obama About Ted Cruz That Will Have You On The Floor ,0
7547,Merkel says to begin three-way German coalition talks next week,1
7548, Psychiatry Professors Make STUNNING Request To Obama Amid Concerns Over Trump,0
7549,France's Sapin says Brexit would affect London as finance hub,1
7550,Suspected U.S. drone strikes kill 31 on Pakistan-Afghanistan frontier,1
7551,What happens now after collapse of German coalition talks?,1
7552,House Democrats will stage sit-in until they get gun control bill: Pelosi,1
7553,Thousands protest in Romania against judicial changes,1
7554,Trump administration taps coal consultant for mining oversight role,1
7555,German far-right party drops bid for journalists' private data,1
7556,"Trump to meet Australian PM, relations strained over asylum seekers",1
7557,"Strong quake hits Indonesia's Java, kills three",1
7558,Contenders for senior jobs in Trump's administration,1
7559, CNN Host Utterly EMBARRASSES Trump Lackey Who Refuses To Believe Trump Is Losing ,0
7560,Trump is a ------: White House hopeful plays fill-in-the-blanks with voters,1
7561,BLACK PASTORS RALLY FOR SEN JEFF SESSIONS: “Charge of racism leveled at anyone with whom the left disagrees” ,0
7562,ALL KIDDING ASIDE…DID HILLARY JUST HAVE A SEIZURE In Middle Of Q and A With Journalists? You Be The Judge… ,0
7563, Auto Company HUMILIATES Trump For Bragging That He’s Responsible For Their Job Creation In America,0
7564,COUNTRY MUSIC STAR DELIVERS AWESOME MESSAGE TO YOUNG PEOPLE,0
7565," Ted Cruz Is Forced To Explain His Bigotry To Gay Republican On National Television, It Didn’t Go Well ",0
7566,PRO-LIFE LICENSE PLATE DEEMED ‘Patently Offensive’ BY FEDERAL APPEALS COURT,0
7567,TREY GOWDY Scorches Hillary Clinton in His Opening Statement At Benghazi Hearings ,0
7568,California Democrats dueling over gun control plans,1
7569,May's party suspends two EU lawmakers over Brexit vote,1
7570,ACTIVE SHOOTER OR DRILL? The Cascade Mall Shooting,0
7571,White House developing comprehensive biosecurity strategy: official,1
7572,"Kathy Griffin and Hillary Clinton Are Losers, Not Victims",0
7573,“HILLARY WILL BE INDICTED”,0
7574,HYSTERICAL! WATCH WOMAN CHECK TRUMP’S HAIR TO CONFIRM IT’S NOT A TOUPEE,0
